Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen país,Origen localidad,Vuelos,Pasajeros,Asientos
2025,Julio,Avianca,San José De Chiquitos Airport,Aeropuerto Int. Ministro Pistarini,Bolivia,NA,1,92,180
2025,Julio,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Governador Aluízio Alves International Airport,Argentina,Buenos Aires,3,507,558
2025,Julio,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Guararapes - Gilberto Freyre International Airport,Argentina,Córdoba,4,606,734
2025,Julio,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,15,2082,2736
2025,Julio,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Pinto Martins International Airport,Argentina,Buenos Aires,4,665,744
2025,Julio,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Porto Seguro Airport,Argentina,Buenos Aires,4,620,744
2025,Julio,Gol Transportes Aéreos,Presidente Castro Pinto International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,João Pessoa,4,341,726
2025,Julio,Gol Transportes Aéreos,Porto Seguro Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Porto Seguro,4,550,744
2025,Julio,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Rio Galeão – Tom Jobim International Airport,Argentina,Mendoza,7,737,1302
2025,Julio,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,República Dominicana,Punta Cana,4,573,680
2025,Julio,Aerolíneas Argentinas,Aeroparque Jorge Newbery,La Escondida Airport,Argentina,Buenos Aires,1,153,170
2025,Julio,LATAM,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,1,146,156
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,1,91,170
2025,Julio,American Airlines,Miami International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Estados Unidos,Miami,1,234,234
2025,Julio,Avianca,José Joaquín de Olmedo International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Ecuador,Guayaquil,1,63,180
2025,Julio,Avianca,José María Córdova International Airport,Aeroparque Jorge Newbery,Colombia,Medellín,1,86,188
2025,Julio,JetSMART Airlines,Silvio Pettirossi International Airport,Aeropuerto Int. Ministro Pistarini,Paraguay,Asunción,2,278,372
2025,Julio,Sky Airline,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,1,14,186
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Jorge Chávez International Airport,Argentina,Córdoba,1,120,189
2025,Julio,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Río de Janeiro,5,605,850
2025,Julio,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,9,1269,1589
2025,Julio,Aerolíneas Argentinas,Silvio Pettirossi International Airport,Aeropuerto Int. Ministro Pistarini,Paraguay,Asunción,1,233,267
2025,Julio,Air Canada,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,1,257,298
2025,Julio,Copa Airlines,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,5,793,862
2025,Julio,Emirates Airline,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,3,588,1062
2025,Julio,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,1,60,189
2025,Julio,Gol Transportes Aéreos,Aeropuerto Int. Tte. Luis Candelaria,Guarulhos - Governador André Franco Montoro International Airport,Argentina,San Carlos de Bariloche,9,1390,1656
2025,Julio,KLM,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,3,294
2025,Julio,LATAM,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,5,735,926
2025,Julio,LATAM,José Joaquín de Olmedo International Airport,Aeropuerto Int. Ministro Pistarini,Ecuador,Guayaquil,2,260,288
2025,Julio,Air Europa,Carrasco International /General C L Berisso Airport,Aeropuerto Int. Ministro Pistarini,Uruguay,Montevideo,1,326,339
2025,Julio,British Airways,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,118,272
2025,Julio,Copa Airlines,Tocumen International Airport,Aeroparque Jorge Newbery,Panamá,Panamá,1,139,168
2025,Julio,JetSMART Airlines,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,1,87,186
2025,Julio,LATAM,Aeropuerto Int. Ministro Pistarini,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,2,298,348
2025,Julio,LATAM,Aeroparque Jorge Newbery,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,194,220
2025,Julio,Paranair,Aeroparque Jorge Newbery,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,32,50
2025,Julio,Air Europa,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,142,298
2025,Julio,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,1,179,189
2025,Julio,LATAM,Aeropuerto Int. Piloto Civil Norberto Fernández,Islas Malvinas,Argentina,Río Gallegos,1,7,174
2025,Julio,Sky Airline,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,160,186
2025,Julio,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,178,186
2025,Julio,Aerolíneas Argentinas,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,1,95,180
2025,Julio,Gol Transportes Aéreos,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Rio Galeão – Tom Jobim International Airport,Argentina,Mendoza,1,160,186
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Jorge Chávez International Airport,Argentina,Buenos Aires,2,291,378
2025,Julio,Andes Líneas Aéreas,Jorge Chávez International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Perú,Lima,1,120,189
2025,Julio,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,2,265,350
2025,Julio,LATAM,Islas Malvinas,Aeropuerto Int. Piloto Civil Norberto Fernández,Argentina,NA,1,8,168
2025,Julio,Aerolíneas Argentinas,Vcom. Angel De La Paz Aragonés,Carrasco International /General C L Berisso Airport,Argentina,Santiago del Estero,1,55,96
2025,Julio,Flybondi,Viru Viru International Airport,Aeropuerto Int. Ministro Pistarini,Bolivia,Santa Cruz de la Sierra,1,164,189
2025,Julio,Copa Airlines,El Dorado International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Bogotá,1,162,174
2025,Julio,Gol Transportes Aéreos,Aeropuerto Internacional Augusto Severo,Aeropuerto Int. Ministro Pistarini,Brasil,Parnamirim,1,151,168
2025,Julio,Gol Transportes Aéreos,Salgado Filho Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Porto Alegre,1,162,186
2025,Julio,Andes Líneas Aéreas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Tte. Luis Candelaria,Brasil,Río de Janeiro,1,114,189
2025,Julio,Aerolíneas Argentinas,Carrasco International /General C L Berisso Airport,Vcom. Angel De La Paz Aragonés,Uruguay,Montevideo,1,57,96
2025,Julio,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,1,174,176
2025,Julio,LATAM,Aeropuerto Int. Ingeniero Ambrosio Taravella,La Escondida Airport,Argentina,Córdoba,1,146,220
2025,Julio,Paranair,Aeropuerto Int. Ministro Pistarini,Silvio Pettirossi International Airport,Argentina,Buenos Aires,1,44,50
2025,Julio,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Ministro Pistarini,Paraguay,Asunción,1,14,50
2025,Julio,Aerolíneas Argentinas,Silvio Pettirossi International Airport,Aeropuerto Int. Astor Piazolla,Paraguay,Asunción,1,116,128
2025,Julio,Copa Airlines,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,1,159,166
2025,Julio,JetSMART Airlines,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,1,146,186
2025,Julio,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Silvio Pettirossi International Airport,Argentina,Salta,1,66,170
2025,Julio,Andes Líneas Aéreas,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,1,137,189
2025,Julio,Azul Linhas Aereas Brasileiras,Aeropuerto Int. Tte. Luis Candelaria,Guarulhos - Governador André Franco Montoro International Airport,Argentina,San Carlos de Bariloche,1,159,174
2025,Julio,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Rio Galeão – Tom Jobim International Airport,Argentina,Mendoza,1,157,168
2025,Julio,Arajet,Cancún International Airport,Aeropuerto Int. Ministro Pistarini,México,Cancún,1,179,185
2025,Julio,Flybondi,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,1,146,189
2025,Julio,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Rio Galeão – Tom Jobim International Airport,Argentina,San Carlos de Bariloche,1,138,189
2025,Agosto,Copa Airlines,Tocumen International Airport,Aeropuerto Int. Ministro Pistarini,Panamá,Panamá,167,25799,28329
2025,Agosto,Copa Airlines,Aeropuerto Int. Ministro Pistarini,Tocumen International Airport,Argentina,Buenos Aires,165,24014,27972
2025,Agosto,Aerolíneas Argentinas,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,62,14422,16606
2025,Agosto,Aerolíneas Argentinas,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,54,13315,14422
2025,Agosto,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,República Dominicana,Punta Cana,10,1188,1740
2025,Agosto,Aerolíneas Argentinas,Cancún International Airport,Aeropuerto Int. Ministro Pistarini,México,Cancún,20,4276,5356
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Internacional Afonso Pena,Argentina,Buenos Aires,18,2478,3056
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,130,18295,22278
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,133,17482,22879
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,92,12240,14990
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,52,5023,5837
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,El Dorado International Airport,Argentina,Buenos Aires,31,2726,3968
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,31,4190,5310
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Capitan Corbeta CA Curbelo International Airport/Laguna del Sauce,Argentina,Buenos Aires,22,1760,2334
2025,Agosto,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,77,5826,8697
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Miami International Airport,Argentina,Buenos Aires,63,12898,16875
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Adolfo Suárez Madrid–Barajas Airport,Argentina,Buenos Aires,52,12850,13888
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Leonardo da Vinci (Fiumicino) International Airport,Argentina,Buenos Aires,22,5286,5878
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Punta Cana International Airport,Argentina,Buenos Aires,27,5113,7230
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Guarulhos - Governador André Franco Montoro International Airport,Argentina,San Carlos de Bariloche,31,4436,5494
2025,Agosto,Aerolíneas Argentinas,Aeropuerto Internacional Afonso Pena,Aeroparque Jorge Newbery,Brasil,Curitiba,18,2687,3056
2025,Agosto,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,130,19164,22238
2025,Agosto,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,6,767,1050
2025,Agosto,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,132,18514,22844
2025,Agosto,Aerolíneas Argentinas,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Tte. Luis Candelaria,Brasil,São Paulo,31,4230,5368
2025,Agosto,Aerolíneas Argentinas,Deputado Luiz Eduardo Magalhães International Airport,Aeroparque Jorge Newbery,Brasil,Salvador,22,3277,3848
2025,Agosto,Aerolíneas Argentinas,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,93,13834,15077
2025,Agosto,Aerolíneas Argentinas,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,53,5222,5933
2025,Agosto,Aerolíneas Argentinas,El Dorado International Airport,Aeroparque Jorge Newbery,Colombia,Bogotá,30,3081,3840
2025,Agosto,Aerolíneas Argentinas,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,31,4446,5310
2025,Agosto,Aerolíneas Argentinas,Capitan Corbeta CA Curbelo International Airport/Laguna del Sauce,Aeroparque Jorge Newbery,Uruguay,Punta del Este,22,1705,2260
2025,Agosto,Aerolíneas Argentinas,Carrasco International /General C L Berisso Airport,Aeroparque Jorge Newbery,Uruguay,Montevideo,77,6719,8771
2025,Agosto,Aeroméxico,Licenciado Benito Juarez International Airport,Aeropuerto Int. Ministro Pistarini,México,México DF,31,7448,8308
2025,Agosto,Air Europa,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,31,10275,10497
2025,Agosto,Air Europa,Aeropuerto Int. Ministro Pistarini,Adolfo Suárez Madrid–Barajas Airport,Argentina,Buenos Aires,30,10056,10158
2025,Agosto,Air France,Charles de Gaulle International Airport,Aeropuerto Int. Ministro Pistarini,Francia,París,31,7987,8616
2025,Agosto,American Airlines,John F Kennedy International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Nueva York,30,7208,8267
2025,Agosto,American Airlines,Miami International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Miami,62,15144,15930
2025,Agosto,American Airlines,Aeropuerto Int. Ministro Pistarini,John F Kennedy International Airport,Argentina,Buenos Aires,31,7898,8654
2025,Agosto,American Airlines,Aeropuerto Int. Ministro Pistarini,Miami International Airport,Argentina,Buenos Aires,62,15101,15842
2025,Agosto,Arajet,Punta Cana International Airport,Aeropuerto Int. Ministro Pistarini,República Dominicana,Punta Cana,36,5497,6728
2025,Agosto,Arajet,Aeropuerto Int. Ministro Pistarini,Punta Cana International Airport,Argentina,Buenos Aires,39,5824,7295
2025,Agosto,Arajet,Aeropuerto Int. Ministro Pistarini,El Dorado International Airport,Argentina,Buenos Aires,3,485,559
2025,Agosto,Avianca,Aeroparque Jorge Newbery,El Dorado International Airport,Argentina,Buenos Aires,31,3703,5686
2025,Agosto,Avianca,Aeropuerto Int. Ministro Pistarini,Mariscal Sucre International Airport,Argentina,Buenos Aires,18,2279,3006
2025,Agosto,Avianca,Aeropuerto Int. Ministro Pistarini,El Dorado International Airport,Argentina,Buenos Aires,74,14913,19601
2025,Agosto,Avianca,Aeropuerto Int. Ministro Pistarini,José María Córdova International Airport,Argentina,Buenos Aires,31,3343,5788
2025,Agosto,Avianca,Mariscal Sucre International Airport,Aeropuerto Int. Ministro Pistarini,Ecuador,Quito,21,2899,3657
2025,Agosto,Avianca,El Dorado International Airport,Aeroparque Jorge Newbery,Colombia,Bogotá,31,4767,5686
2025,Agosto,Avianca,El Dorado International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Bogotá,72,15232,19084
2025,Agosto,Avianca,José María Córdova International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Medellín,32,4940,5933
2025,Agosto,Azul Linhas Aereas Brasileiras,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Viracopos International Airport,Argentina,Mendoza,11,1291,1914
2025,Agosto,Azul Linhas Aereas Brasileiras,Aeropuerto Int. Tte. Luis Candelaria,Viracopos International Airport,Argentina,San Carlos de Bariloche,15,2292,2610
2025,Agosto,Azul Linhas Aereas Brasileiras,Viracopos International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,São Paulo,10,1208,1740
2025,Agosto,Azul Linhas Aereas Brasileiras,Viracopos International Airport,Aeropuerto Int. Tte. Luis Candelaria,Brasil,São Paulo,14,2017,2436
2025,Agosto,Boliviana de Aviación,Aeropuerto Int. Ministro Pistarini,Viru Viru International Airport,Argentina,Buenos Aires,52,5923,9023
2025,Agosto,Boliviana de Aviación,Viru Viru International Airport,Aeropuerto Int. Ministro Pistarini,Bolivia,Santa Cruz de la Sierra,54,8398,9359
2025,Agosto,British Airways,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,30,3405,7501
2025,Agosto,British Airways,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,26,4297,6514
2025,Agosto,Copa Airlines,Tocumen International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Panamá,Panamá,43,6326,7042
2025,Agosto,Copa Airlines,Tocumen International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Panamá,Panamá,57,8180,8798
2025,Agosto,Copa Airlines,Tocumen International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Panamá,Panamá,27,3880,4158
2025,Agosto,Copa Airlines,Aeropuerto Int. de Rosario Islas Malvinas,Tocumen International Airport,Argentina,Rosario,45,6226,7370
2025,Agosto,Copa Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Tocumen International Airport,Argentina,Córdoba,56,7855,8644
2025,Agosto,Copa Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Tocumen International Airport,Argentina,Mendoza,26,3732,4004
2025,Agosto,Delta Air Lines,Hartsfield Jackson Atlanta International Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Atlanta,30,7143,8089
2025,Agosto,Delta Air Lines,Aeropuerto Int. Ministro Pistarini,Hartsfield Jackson Atlanta International Airport,Argentina,Buenos Aires,31,7400,8323
2025,Agosto,Emirates Airline,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,22,4011,7788
2025,Agosto,Emirates Airline,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,23,4544,8142
2025,Agosto,Ethiopian Airlines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,30,4510,9630
2025,Agosto,Ethiopian Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,32,6060,10272
2025,Agosto,Flybondi,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,33,4487,6237
2025,Agosto,Flybondi,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,29,3019,5481
2025,Agosto,Flybondi,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,31,4407,5859
2025,Agosto,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,33,4891,6237
2025,Agosto,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,32,4740,6048
2025,Agosto,Flybondi,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,23,3340,4347
2025,Agosto,Gol Transportes Aéreos,Aeropuerto Int. de Rosario Islas Malvinas,Rio Galeão – Tom Jobim International Airport,Argentina,Rosario,14,2174,2571
2025,Agosto,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,22,2803,4029
2025,Agosto,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,52,7514,9578
2025,Agosto,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,146,21204,26903
2025,Agosto,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Salgado Filho Airport,Argentina,Buenos Aires,13,1320,2397
2025,Agosto,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Rio Galeão – Tom Jobim International Airport,Argentina,Córdoba,31,4782,5721
2025,Agosto,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,12,681,2232
2025,Agosto,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,50,7046,9182
2025,Agosto,Gol Transportes Aéreos,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Mendoza,19,2795,3498
2025,Agosto,Gol Transportes Aéreos,Aeropuerto Int. Tte. Luis Candelaria,Guarulhos - Governador André Franco Montoro International Airport,Argentina,San Carlos de Bariloche,13,1790,2418
2025,Agosto,Gol Transportes Aéreos,Presidente Juscelino Kubitschek International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Brasilia,14,2029,2574
2025,Agosto,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,36,5217,6633
2025,Agosto,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Río de Janeiro,14,2233,2571
2025,Agosto,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,60,9565,11030
2025,Agosto,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,31,4525,5721
2025,Agosto,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,38,5769,6989
2025,Agosto,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,145,22569,26690
2025,Agosto,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,São Paulo,19,2836,3498
2025,Agosto,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Tte. Luis Candelaria,Brasil,São Paulo,11,1545,2046
2025,Agosto,Gol Transportes Aéreos,Deputado Luiz Eduardo Magalhães International Airport,Aeroparque Jorge Newbery,Brasil,Salvador,14,2028,2594
2025,Agosto,ITA Airways,Leonardo da Vinci (Fiumicino) International Airport,Aeropuerto Int. Ministro Pistarini,Italia,Roma,39,11654,13026
2025,Agosto,ITA Airways,Aeropuerto Int. Ministro Pistarini,Leonardo da Vinci (Fiumicino) International Airport,Argentina,Buenos Aires,41,12013,13694
2025,Agosto,Iberia Airlines,Aeropuerto Int. Ministro Pistarini,Adolfo Suárez Madrid–Barajas Airport,Argentina,Buenos Aires,96,30724,32692
2025,Agosto,JetSMART Airlines,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,10,1007,1860
2025,Agosto,JetSMART Airlines,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,59,7785,11352
2025,Agosto,JetSMART Airlines,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,63,8665,12528
2025,Agosto,JetSMART Airlines,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,25,3478,4650
2025,Agosto,JetSMART Airlines,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,31,4440,5766
2025,Agosto,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,13,1232,2580
2025,Agosto,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Guararapes - Gilberto Freyre International Airport,Argentina,Buenos Aires,18,2292,3348
2025,Agosto,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,18,2139,3618
2025,Agosto,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Rio Galeão – Tom Jobim International Airport,Argentina,Mendoza,8,639,1488
2025,Agosto,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,23,2823,4548
2025,Agosto,JetSMART Airlines,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,10,959,1860
2025,Agosto,JetSMART Airlines,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,61,9936,11778
2025,Agosto,JetSMART Airlines,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,Río de Janeiro,9,727,1674
2025,Agosto,JetSMART Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,2,264,426
2025,Agosto,JetSMART Airlines,Guararapes - Gilberto Freyre International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Recife,16,2125,2976
2025,Agosto,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,65,10646,13008
2025,Agosto,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,18,2810,3618
2025,Agosto,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,21,2254,4176
