Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen país,Origen localidad,Vuelos,Pasajeros,Asientos
2025,Febrero,Flybondi,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,29,5172,5481
2025,Febrero,Flybondi,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,25,4501,4680
2025,Febrero,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,29,4899,5463
2025,Febrero,Flybondi,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,47,8335,8802
2025,Febrero,Flybondi,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,19,2888,3591
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. de Rosario Islas Malvinas,Rio Galeão – Tom Jobim International Airport,Argentina,Rosario,28,4607,5132
2025,Febrero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,28,4347,5109
2025,Febrero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,102,15701,18681
2025,Febrero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Guararapes - Gilberto Freyre International Airport,Argentina,Buenos Aires,4,689,744
2025,Febrero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Governador Aluízio Alves International Airport,Argentina,Buenos Aires,4,644,744
2025,Febrero,Gol Transportes Aéreos,Aeroparque Jorge Newbery,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,4,589,744
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Hercílio Luz International Airport,Argentina,Córdoba,8,1262,1452
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ingeniero Ambrosio Taravella,Rio Galeão – Tom Jobim International Airport,Argentina,Córdoba,28,4806,5125
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,20,3166,3630
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Tancredo Neves International Airport,Argentina,Buenos Aires,8,1051,1470
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,58,9120,10638
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Pinto Martins International Airport,Argentina,Buenos Aires,12,1777,2232
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,83,13267,15237
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,12,1941,2169
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Zumbi dos Palmares Airport,Argentina,Buenos Aires,8,1324,1442
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Guararapes - Gilberto Freyre International Airport,Argentina,Buenos Aires,7,1133,1274
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,El Dorado International Airport,Argentina,Buenos Aires,3,464,558
2025,Febrero,Gol Transportes Aéreos,Presidente Juscelino Kubitschek International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Brasilia,17,2765,3160
2025,Febrero,Gol Transportes Aéreos,Tancredo Neves International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Belo Horizonte,8,1158,1460
2025,Febrero,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Florianópolis,8,1367,1452
2025,Febrero,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,55,8933,10064
2025,Febrero,Gol Transportes Aéreos,Pinto Martins International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Fortaleza,11,1726,2037
2025,Febrero,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Río de Janeiro,28,4839,5132
2025,Febrero,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,2,350,372
2025,Febrero,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,28,4820,5125
2025,Febrero,Gol Transportes Aéreos,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,82,13866,15035
2025,Febrero,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,103,16973,18853
2025,Febrero,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,16,2539,2931
2025,Febrero,Gol Transportes Aéreos,Zumbi dos Palmares Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Maceió,4,642,707
2025,Febrero,Gol Transportes Aéreos,Guararapes - Gilberto Freyre International Airport,Aeroparque Jorge Newbery,Brasil,Recife,5,845,930
2025,Febrero,Gol Transportes Aéreos,Governador Aluízio Alves International Airport,Aeroparque Jorge Newbery,Brasil,Natal,2,339,372
2025,Febrero,Gol Transportes Aéreos,Governador Aluízio Alves International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Natal,7,1150,1255
2025,Febrero,Gol Transportes Aéreos,Deputado Luiz Eduardo Magalhães International Airport,Aeroparque Jorge Newbery,Brasil,Salvador,4,657,744
2025,Febrero,ITA Airways,Leonardo da Vinci (Fiumicino) International Airport,Aeropuerto Int. Ministro Pistarini,Italia,Roma,34,10355,11356
2025,Febrero,ITA Airways,Aeropuerto Int. Ministro Pistarini,Leonardo da Vinci (Fiumicino) International Airport,Argentina,Buenos Aires,36,10903,12024
2025,Febrero,Iberia Airlines,Adolfo Suárez Madrid–Barajas Airport,Aeropuerto Int. Ministro Pistarini,España,Madrid,83,26785,28405
2025,Febrero,Iberia Airlines,Aeropuerto Int. Ministro Pistarini,Adolfo Suárez Madrid–Barajas Airport,Argentina,Buenos Aires,84,27505,28816
2025,Febrero,JetSMART Airlines,Aeroparque Jorge Newbery,Hercílio Luz International Airport,Argentina,Buenos Aires,47,7459,8742
2025,Febrero,JetSMART Airlines,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,27,4286,5022
2025,Febrero,JetSMART Airlines,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,63,11643,14472
2025,Febrero,JetSMART Airlines,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,27,3966,5022
2025,Febrero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,59,9466,10974
2025,Febrero,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,16,1728,3408
2025,Febrero,JetSMART Airlines,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,46,7650,8556
2025,Febrero,JetSMART Airlines,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,13,1977,2418
2025,Febrero,JetSMART Airlines,Rio Galeão – Tom Jobim International Airport,Aeroparque Jorge Newbery,Brasil,Río de Janeiro,27,4272,5022
2025,Febrero,JetSMART Airlines,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Río de Janeiro,56,8742,10416
2025,Febrero,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,61,12202,14046
2025,Febrero,JetSMART Airlines,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,16,2238,3408
2025,Febrero,JetSMART Airlines,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,28,4541,5208
2025,Febrero,KLM,Amsterdam Airport Schiphol,Aeropuerto Int. Ministro Pistarini,Países Bajos,Amsterdam,27,6525,7938
2025,Febrero,KLM,Aeropuerto Int. Ministro Pistarini,Amsterdam Airport Schiphol,Argentina,Buenos Aires,27,6610,7938
2025,Febrero,KLM,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,27,5722,7938
2025,Febrero,KLM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,26,5914,7644
2025,Febrero,LATAM,Aeroparque Jorge Newbery,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,130,18701,22266
2025,Febrero,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Mendoza,16,2012,2822
2025,Febrero,LATAM,Guarulhos - Governador André Franco Montoro International Airport,Aeroparque Jorge Newbery,Brasil,São Paulo,133,21177,22800
2025,Febrero,LATAM,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,São Paulo,16,2435,2822
2025,Febrero,LATAM,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,112,15064,19072
2025,Febrero,LATAM,Aeropuerto Int. Ingeniero Ambrosio Taravella,Comodoro Arturo Merino Benítez International Airport,Argentina,Córdoba,32,5120,6336
2025,Febrero,LATAM,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,84,12829,17770
2025,Febrero,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,56,8431,10298
2025,Febrero,LATAM,Aeropuerto Int. Tte. Luis Candelaria,Comodoro Arturo Merino Benítez International Airport,Argentina,San Carlos de Bariloche,12,1465,2113
2025,Febrero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,112,17406,19054
2025,Febrero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Chile,Santiago,32,5448,6336
2025,Febrero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,82,15608,17388
2025,Febrero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,56,9161,10298
2025,Febrero,LATAM,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Tte. Luis Candelaria,Chile,Santiago,12,1633,2113
2025,Febrero,LATAM,Aeropuerto Int. Ministro Pistarini,Jorge Chávez International Airport,Argentina,Buenos Aires,77,9940,12173
2025,Febrero,LATAM,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,72,10226,11346
2025,Febrero,LATAM,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,56,7877,9372
2025,Febrero,LATAM,Aeropuerto Int. Ingeniero Ambrosio Taravella,Jorge Chávez International Airport,Argentina,Córdoba,28,4207,4650
2025,Febrero,LATAM,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Jorge Chávez International Airport,Argentina,Mendoza,20,2261,3378
2025,Febrero,LATAM,Aeropuerto Int. Martín Miguel de Güemes,Jorge Chávez International Airport,Argentina,Salta,20,3100,3456
2025,Febrero,LATAM,Jorge Chávez International Airport,Aeroparque Jorge Newbery,Perú,Lima,57,8615,9546
2025,Febrero,LATAM,Jorge Chávez International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Perú,Lima,27,4223,4506
2025,Febrero,LATAM,Jorge Chávez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Perú,Lima,20,2700,3378
2025,Febrero,LATAM,Jorge Chávez International Airport,Aeropuerto Int. Martín Miguel de Güemes,Perú,Lima,20,3209,3456
2025,Febrero,Level,Barcelona International Airport/El Prat,Aeropuerto Int. Ministro Pistarini,España,Barcelona,33,9469,10434
2025,Febrero,Level,Aeropuerto Int. Ministro Pistarini,Barcelona International Airport/El Prat,Argentina,Buenos Aires,32,9005,10022
2025,Febrero,Lufthansa,Frankfurt am Main International Airport,Aeropuerto Int. Ministro Pistarini,Alemania,Frankfurt am Main,27,9430,9928
2025,Febrero,Lufthansa,Aeropuerto Int. Ministro Pistarini,Frankfurt am Main International Airport,Argentina,Buenos Aires,28,9066,10292
2025,Febrero,Paranair,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,29,963,1450
2025,Febrero,Paranair,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,29,1109,1470
2025,Febrero,Sky Airline,Aeroparque Jorge Newbery,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,58,8188,10788
2025,Febrero,Sky Airline,Aeroparque Jorge Newbery,Jorge Chávez International Airport,Argentina,Buenos Aires,17,2943,3162
2025,Febrero,Sky Airline,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,50,7220,9300
2025,Febrero,Sky Airline,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,36,5060,6748
2025,Febrero,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeroparque Jorge Newbery,Chile,Santiago,75,11324,13950
2025,Febrero,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,30,4944,5580
2025,Febrero,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,39,6039,7306
2025,Febrero,Sky Airline,Jorge Chávez International Airport,Aeropuerto Int. Ministro Pistarini,Perú,Lima,28,4833,5208
2025,Febrero,Swiss International Air Lines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,8,1982,2720
2025,Febrero,Swiss International Air Lines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,8,2392,2720
2025,Febrero,Turkish Airlines,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,28,7154,9240
2025,Febrero,Turkish Airlines,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,28,7604,9212
2025,Febrero,United Airlines,George Bush Intercontinental Houston Airport,Aeropuerto Int. Ministro Pistarini,Estados Unidos,Houston,54,13966,14506
2025,Febrero,United Airlines,Aeropuerto Int. Ministro Pistarini,George Bush Intercontinental Houston Airport,Argentina,Buenos Aires,57,13976,15311
2025,Febrero,Andes Líneas Aéreas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Porto Seguro Airport,Argentina,Córdoba,4,579,756
2025,Febrero,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,República Dominicana,Punta Cana,14,1850,2410
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Rio Galeão – Tom Jobim International Airport,Argentina,Rosario,15,2084,2560
2025,Febrero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Porto Seguro Airport,Argentina,Buenos Aires,12,1714,2129
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Hercílio Luz International Airport,Argentina,Córdoba,12,1810,2060
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Rio Galeão – Tom Jobim International Airport,Argentina,Córdoba,23,3533,4028
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Leonardo da Vinci (Fiumicino) International Airport,Argentina,Buenos Aires,15,3330,4005
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Comodoro Arturo Merino Benítez International Airport,Argentina,Mendoza,3,236,288
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Punta Cana International Airport,Argentina,San Miguel de Tucumán,4,556,690
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Salta,4,408,700
2025,Febrero,Aerolíneas Argentinas,Hercílio Luz International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Florianópolis,12,2015,2108
2025,Febrero,Aerolíneas Argentinas,Hercílio Luz International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Florianópolis,3,466,510
2025,Febrero,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Río de Janeiro,17,2701,2919
2025,Febrero,Aerolíneas Argentinas,Rio Galeão – Tom Jobim International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Río de Janeiro,22,3615,3837
2025,Febrero,Aerolíneas Argentinas,Porto Seguro Airport,Aeroparque Jorge Newbery,Brasil,Porto Seguro,13,2094,2299
2025,Febrero,Aerolíneas Argentinas,Deputado Luiz Eduardo Magalhães International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Salvador,4,620,728
2025,Febrero,Aerolíneas Argentinas,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Chile,Santiago,6,488,576
2025,Febrero,Air France,Aeropuerto Int. Ministro Pistarini,Charles de Gaulle International Airport,Argentina,Buenos Aires,26,7652,8360
2025,Febrero,Avianca,Aeroparque Jorge Newbery,El Dorado International Airport,Argentina,Buenos Aires,12,1635,2100
2025,Febrero,Avianca,El Dorado International Airport,Aeroparque Jorge Newbery,Colombia,Bogotá,12,1904,2100
2025,Febrero,Avianca,Aeropuerto Int. Ministro Pistarini,José Joaquín de Olmedo International Airport,Argentina,Buenos Aires,21,2375,3603
2025,Febrero,Avianca,José Joaquín de Olmedo International Airport,Aeropuerto Int. Ministro Pistarini,Ecuador,Guayaquil,17,2859,2931
2025,Febrero,Flybondi,Aeroparque Jorge Newbery,Rio Galeão – Tom Jobim International Airport,Argentina,Buenos Aires,15,2515,2817
2025,Febrero,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,El Carmen Airport,Argentina,Córdoba,1,187,189
2025,Febrero,Flybondi,Zumbi dos Palmares Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Maceió,4,732,756
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. de Rosario Islas Malvinas,Hercílio Luz International Airport,Argentina,Rosario,1,137,186
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Porto Seguro Airport,Argentina,Buenos Aires,5,752,921
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Mendoza,16,2450,2949
2025,Febrero,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Brasil,Florianópolis,1,148,186
2025,Febrero,Gol Transportes Aéreos,Hercílio Luz International Airport,Aeroparque Jorge Newbery,Brasil,Florianópolis,26,4294,4746
2025,Febrero,Gol Transportes Aéreos,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,São Paulo,16,2738,2949
2025,Febrero,Gol Transportes Aéreos,Presidente Castro Pinto International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,João Pessoa,4,637,735
2025,Febrero,Gol Transportes Aéreos,Salgado Filho Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Porto Alegre,1,176,186
2025,Febrero,Gol Transportes Aéreos,Guararapes - Gilberto Freyre International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Recife,7,1184,1284
2025,Febrero,Gol Transportes Aéreos,El Dorado International Airport,Aeropuerto Int. Ministro Pistarini,Colombia,Bogotá,3,436,558
2025,Febrero,JetSMART Airlines,Aeroparque Jorge Newbery,Silvio Pettirossi International Airport,Argentina,Buenos Aires,15,1778,2790
2025,Febrero,JetSMART Airlines,Silvio Pettirossi International Airport,Aeroparque Jorge Newbery,Paraguay,Asunción,16,1868,2976
2025,Febrero,LATAM,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,20,3348,3864
2025,Febrero,LATAM,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,19,3356,3608
2025,Febrero,LATAM,Aeropuerto Int. de Rosario Islas Malvinas,Jorge Chávez International Airport,Argentina,Rosario,12,1533,1926
2025,Febrero,LATAM,Jorge Chávez International Airport,Aeropuerto Int. de Rosario Islas Malvinas,Perú,Lima,12,1647,1926
2025,Febrero,Paranair,Aeropuerto Int. Ingeniero Ambrosio Taravella,Silvio Pettirossi International Airport,Argentina,Córdoba,14,387,700
2025,Febrero,Paranair,Aeropuerto Int. Gdor. Horacio Guzmán,Silvio Pettirossi International Airport,Argentina,San Salvador de Jujuy,8,152,400
2025,Febrero,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Paraguay,Asunción,14,363,700
2025,Febrero,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Gdor. Horacio Guzmán,Paraguay,Asunción,8,155,400
2025,Febrero,Sky Airline,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Hercílio Luz International Airport,Argentina,Mendoza,2,351,372
2025,Febrero,Sky Airline,Aeropuerto Comte. Armando Tola,Comodoro Arturo Merino Benítez International Airport,Argentina,El Calafate,8,1016,1488
2025,Febrero,Sky Airline,Hercílio Luz International Airport,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Brasil,Florianópolis,2,309,372
2025,Febrero,Sky Airline,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Comte. Armando Tola,Chile,Santiago,8,939,1488
2025,Febrero,Andes Líneas Aéreas,Porto Seguro Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,Porto Seguro,3,451,567
2025,Febrero,Aerolíneas Argentinas,Punta Cana International Airport,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,República Dominicana,Punta Cana,4,678,690
2025,Febrero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Viru Viru International Airport,Argentina,Buenos Aires,7,607,672
2025,Febrero,Flybondi,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,6,954,1125
2025,Febrero,Gol Transportes Aéreos,Porto Seguro Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Porto Seguro,4,649,744
2025,Febrero,Gol Transportes Aéreos,Deputado Luiz Eduardo Magalhães International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Salvador,8,1326,1479
2025,Febrero,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Hercílio Luz International Airport,Argentina,Buenos Aires,12,1709,2232
2025,Febrero,KLM,Viru Viru International Airport,Aeropuerto Int. Ministro Pistarini,Bolivia,Santa Cruz de la Sierra,1,241,294
2025,Febrero,Lufthansa,Aeropuerto Int. Ministro Pistarini,Guarulhos - Governador André Franco Montoro International Airport,Argentina,Buenos Aires,1,240,251
2025,Febrero,JetSMART Airlines,Carrasco International /General C L Berisso Airport,Aeroparque Jorge Newbery,Uruguay,Montevideo,1,226,240
2025,Febrero,Sky Airline,Aeropuerto Int. Ministro Pistarini,Jorge Chávez International Airport,Argentina,Buenos Aires,8,1285,1445
2025,Febrero,Air Canada,Zürich International Airport,Aeropuerto Int. Ministro Pistarini,Suiza,Zurich,1,252,340
2025,Febrero,Arajet,Tocumen International Airport,Aeropuerto Int. Ministro Pistarini,Panamá,Panamá,4,590,748
2025,Febrero,Lufthansa,Guarulhos - Governador André Franco Montoro International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,São Paulo,1,364,364
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Comodoro Arturo Merino Benítez International Airport,Argentina,Buenos Aires,4,235,384
2025,Febrero,Aerolíneas Argentinas,Comodoro Arturo Merino Benítez International Airport,Aeropuerto Int. Ministro Pistarini,Chile,Santiago,2,287,340
2025,Febrero,Aerolíneas Argentinas,Silvio Pettirossi International Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Paraguay,Asunción,1,169,170
2025,Febrero,Aerovías DAP,Aeropuerto Int. Malvinas Argentinas,Pdte. carlos Ibañez del Campo Airport,Argentina,Ushuaia,1,50,97
2025,Febrero,Flybondi,Aeroparque Jorge Newbery,Cataratas International Airport,Argentina,Buenos Aires,1,164,189
2025,Febrero,Aerolíneas Argentinas,Tocumen International Airport,Aeropuerto Int. Ministro Pistarini,Panamá,Panamá,2,407,438
2025,Febrero,Aerolíneas Argentinas,Itaituba Airport,Aeropuerto Int. Ingeniero Ambrosio Taravella,Brasil,NA,1,174,180
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Governador Aluízio Alves International Airport,Argentina,Buenos Aires,6,947,1097
2025,Febrero,Gol Transportes Aéreos,Aeropuerto Int. Ministro Pistarini,Deputado Luiz Eduardo Magalhães International Airport,Argentina,Buenos Aires,6,1004,1116
2025,Febrero,Boliviana de Aviación,Jorge Wilsterman International Airport,Aeropuerto Int. Ministro Pistarini,Bolivia,Cochabamba,1,168,168
2025,Febrero,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Presidente Juscelino Kubitschek International Airport,Argentina,Buenos Aires,2,186,350
2025,Febrero,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Carrasco International /General C L Berisso Airport,Argentina,Buenos Aires,1,23,96
2025,Febrero,British Airways,London Heathrow Airport,Aeropuerto Int. Ministro Pistarini,Reino Unido de Gran Bretaña e Irlanda del Norte,Londres,4,1298,1324
2025,Febrero,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Zumbi dos Palmares Airport,Argentina,Córdoba,3,554,567
2025,Febrero,Aerolíneas Argentinas,Presidente Juscelino Kubitschek International Airport,Aeroparque Jorge Newbery,Brasil,Brasilia,3,447,520
2025,Febrero,Aerovías DAP,Tte. Julio Gallardo Airport,Aeropuerto Comte. Armando Tola,Chile,Puerto Natales,1,65,97
2025,Febrero,Avianca,Carrasco International /General C L Berisso Airport,Aeropuerto Int. Ministro Pistarini,Uruguay,Montevideo,1,162,162
2025,Febrero,Flybondi,Guararapes - Gilberto Freyre International Airport,Aeropuerto Int. Ministro Pistarini,Brasil,Recife,1,170,189
2025,Febrero,Paranair,Aeropuerto Int. Martín Miguel de Güemes,Silvio Pettirossi International Airport,Argentina,Salta,5,158,250
2025,Febrero,Paranair,Silvio Pettirossi International Airport,Aeropuerto Int. Martín Miguel de Güemes,Paraguay,Asunción,5,147,250
