Año,Mes,Provincia origen,Provincia destino,Servicios,Pasajeros,Asientos
2022,7,Catamarca,Catamarca,442,10193,23718
2022,7,Catamarca,Tucumán,554,5720,31477
2022,7,Tucumán,Catamarca,551,5622,31109
2022,7,Formosa,Buenos Aires,546,3790,29249
2022,7,Córdoba,Misiones,87,2130,3997
2022,7,Santa Fe,Misiones,179,1686,8327
2022,7,Buenos Aires,Entre Ríos,1669,13211,92323
2022,7,Buenos Aires,Misiones,810,15193,39243
2022,7,Ciudad Autónoma de Buenos Aires,Misiones,957,24818,44377
2022,7,Entre Ríos,Misiones,362,2285,17941
2022,7,Catamarca,La Rioja,373,3042,21582
2022,7,La Rioja,Catamarca,369,2842,21332
2022,7,La Rioja,La Rioja,95,190,5550
2022,7,Catamarca,San Juan,109,315,6286
2022,7,Jujuy,Catamarca,97,393,5595
2022,7,Jujuy,Mendoza,106,593,6109
2022,7,Jujuy,San Juan,78,200,4506
2022,7,La Rioja,Mendoza,202,1501,11710
2022,7,La Rioja,San Juan,266,3401,15340
2022,7,Salta,Catamarca,152,737,8901
2022,7,Salta,La Rioja,110,814,6351
2022,7,Salta,Mendoza,114,778,6591
2022,7,Salta,San Juan,82,239,4769
2022,7,Tucumán,San Juan,120,374,6981
2022,7,Buenos Aires,Neuquén,369,2957,18610
2022,7,Chubut,Buenos Aires,191,2770,10581
2022,7,Chubut,Ciudad Autónoma de Buenos Aires,131,2733,7066
2022,7,Río Negro,Ciudad Autónoma de Buenos Aires,484,6042,22967
2022,7,Santa Cruz,Buenos Aires,51,122,2988
2022,7,Santa Cruz,Ciudad Autónoma de Buenos Aires,57,300,3364
2022,7,Neuquén,Neuquén,120,675,5506
2022,7,Ciudad Autónoma de Buenos Aires,Chubut,147,3329,7808
2022,7,Ciudad Autónoma de Buenos Aires,Río Negro,522,6981,24640
2022,7,Ciudad Autónoma de Buenos Aires,Neuquén,295,2734,14354
2022,7,Neuquén,Buenos Aires,372,2567,18682
2022,7,Neuquén,Chubut,64,563,3770
2022,7,Neuquén,Ciudad Autónoma de Buenos Aires,279,2095,13629
2022,7,Neuquén,Jujuy,22,48,1287
2022,7,Neuquén,Santiago del Estero,54,160,3125
2022,7,Neuquén,Tucumán,65,188,3752
2022,7,Río Negro,Tucumán,87,326,5072
2022,7,Chaco,Tucumán,75,779,4037
2022,7,Chaco,Santiago del Estero,245,1998,13880
2022,7,Corrientes,Santiago del Estero,86,291,4680
2022,7,Corrientes,Tucumán,57,248,3053
2022,7,Misiones,Santiago del Estero,48,276,2510
2022,7,Misiones,Tucumán,49,379,2552
2022,7,Chaco,Chaco,249,629,14693
2022,7,Chaco,Salta,109,2612,6296
2022,7,Corrientes,Salta,65,1257,3739
2022,7,Salta,Chaco,113,2574,6511
2022,7,Salta,Corrientes,68,1289,3908
2022,7,San Juan,Buenos Aires,156,906,8787
2022,7,San Juan,Ciudad Autónoma de Buenos Aires,154,3159,8890
2022,7,San Juan,San Luis,170,2608,9807
2022,7,Córdoba,Neuquén,116,1262,6524
2022,7,Córdoba,Río Negro,190,1363,10961
2022,7,Jujuy,Jujuy,485,6949,29054
2022,7,Jujuy,Neuquén,29,63,1696
2022,7,Santiago del Estero,La Pampa,72,149,4179
2022,7,Santiago del Estero,Neuquén,63,186,3652
2022,7,Santiago del Estero,Río Negro,55,133,3205
2022,7,Tucumán,Neuquén,75,258,4369
2022,7,Tucumán,Río Negro,86,271,4991
2022,7,Córdoba,Chubut,91,1361,5382
2022,7,Córdoba,Santa Cruz,62,554,3682
2022,7,Jujuy,Chubut,45,159,2672
2022,7,Jujuy,La Pampa,91,276,5287
2022,7,Jujuy,Santa Cruz,45,118,2676
2022,7,La Pampa,Chubut,82,295,4865
2022,7,La Pampa,Santa Cruz,37,81,2200
2022,7,Río Negro,Santa Cruz,106,323,6225
2022,7,Salta,Chubut,41,161,2442
2022,7,Salta,Santa Cruz,51,152,3035
2022,7,Tucumán,Chubut,35,140,2074
2022,7,Tucumán,La Pampa,48,86,2792
2022,7,Catamarca,Jujuy,102,460,5906
2022,7,Catamarca,Salta,155,1038,8638
2022,7,La Rioja,Salta,101,764,5881
2022,7,Mendoza,Catamarca,140,407,8084
2022,7,Mendoza,Jujuy,113,622,6525
2022,7,Mendoza,Salta,98,661,5723
2022,7,San Juan,Catamarca,119,318,6895
2022,7,San Juan,Jujuy,92,228,5314
2022,7,San Juan,La Rioja,291,3544,16709
2022,7,San Juan,Tucumán,132,416,7635
2022,7,San Juan,Córdoba,128,3212,7165
2022,7,San Juan,Santa Fe,46,512,2594
2022,7,San Juan,Neuquén,61,539,2964
2022,7,San Juan,Río Negro,56,304,2712
2022,7,Jujuy,Ciudad Autónoma de Buenos Aires,291,7555,17520
2022,7,Jujuy,Santa Fe,191,683,11560
2022,7,Santiago del Estero,Santa Cruz,27,59,1603
2022,7,La Pampa,Jujuy,119,440,6852
2022,7,Jujuy,Formosa,29,293,1672
2022,7,Salta,Formosa,32,1132,1848
2022,7,Formosa,Jujuy,30,327,1762
2022,7,Formosa,Salta,30,1051,1762
2022,7,La Rioja,Jujuy,108,800,6236
2022,7,Mendoza,La Rioja,203,1341,11751
2022,7,San Juan,Salta,82,251,4781
2022,7,Chaco,Catamarca,22,80,1265
2022,7,Chaco,San Juan,19,45,1086
2022,7,Corrientes,La Rioja,20,53,1141
2022,7,Corrientes,San Juan,19,41,1091
2022,7,Santiago del Estero,La Rioja,23,92,1314
2022,7,Santiago del Estero,Mendoza,28,276,1601
2022,7,Santiago del Estero,San Juan,24,137,1373
2022,7,Neuquén,Santa Fe,52,452,2735
2022,7,Río Negro,Entre Ríos,51,138,2736
2022,7,Río Negro,Santa Fe,76,706,4124
2022,7,Entre Ríos,Neuquén,45,133,2282
2022,7,Entre Ríos,Río Negro,59,197,3144
2022,7,Santa Fe,Neuquén,59,517,3069
2022,7,Santa Fe,La Pampa,55,260,2972
2022,7,Catamarca,Chaco,29,96,1654
2022,7,Catamarca,Corrientes,21,43,1190
2022,7,La Rioja,Chaco,26,75,1488
2022,7,La Rioja,Corrientes,25,73,1430
2022,7,La Rioja,Santiago del Estero,30,155,1709
2022,7,Mendoza,Santiago del Estero,31,292,1767
2022,7,San Juan,Santiago del Estero,29,117,1651
2022,7,Santiago del Estero,Chaco,178,1928,10012
2022,7,Santiago del Estero,Corrientes,89,313,4835
2022,7,Tucumán,Chaco,79,775,4252
2022,7,Tucumán,Corrientes,63,246,3335
2022,7,La Pampa,Entre Ríos,47,127,2465
2022,7,La Pampa,Santa Fe,54,243,2882
2022,7,Neuquén,Entre Ríos,40,93,1994
2022,7,Jujuy,Buenos Aires,195,715,11517
2022,7,Entre Ríos,Santiago del Estero,59,325,3374
2022,7,Entre Ríos,Tucumán,64,626,3664
2022,7,Tucumán,La Rioja,238,2017,13879
2022,7,La Pampa,Santiago del Estero,81,153,4725
2022,7,Neuquén,Salta,32,92,1865
2022,7,Río Negro,Salta,51,117,2969
2022,7,Jujuy,Río Negro,49,128,2879
2022,7,Salta,Neuquén,32,90,1863
2022,7,Salta,La Pampa,120,456,6989
2022,7,Salta,Río Negro,49,125,2878
2022,7,Salta,Santa Fe,230,771,13307
2022,7,Córdoba,San Juan,130,3377,7267
2022,7,Santa Fe,San Juan,40,533,2236
2022,7,La Pampa,Misiones,6,17,348
2022,7,Misiones,Córdoba,82,2076,3638
2022,7,San Juan,San Juan,36,149,1937
2022,7,Santiago del Estero,Misiones,48,275,2497
2022,7,Tucumán,Misiones,50,420,2582
2022,7,Santiago del Estero,Entre Ríos,58,311,3304
2022,7,Tucumán,Entre Ríos,61,582,3488
2022,7,Neuquén,San Juan,61,487,2959
2022,7,Río Negro,San Juan,57,292,2792
2022,7,Chubut,Salta,52,242,3079
2022,7,Santa Cruz,La Pampa,31,60,1835
2022,7,Chubut,Entre Ríos,24,66,1369
2022,7,Chubut,Santa Fe,32,343,1838
2022,7,Chubut,Chaco,26,109,1486
2022,7,Santa Cruz,Chaco,18,43,1030
2022,7,Santa Cruz,Corrientes,13,25,747
2022,7,Santa Cruz,Santa Fe,18,34,1021
2022,7,Santa Fe,La Rioja,53,237,3000
2022,7,Mendoza,Chubut,35,583,2060
2022,7,Mendoza,Santa Cruz,31,140,1828
2022,7,Chubut,Mendoza,35,634,2062
2022,7,Chubut,Neuquén,64,624,3775
2022,7,Santa Cruz,Mendoza,31,159,1828
2022,7,Santa Cruz,Neuquén,20,54,1182
2022,7,La Pampa,San Luis,84,513,4793
2022,7,Misiones,Formosa,57,688,3366
2022,7,Formosa,Misiones,53,505,3134
2022,7,Jujuy,La Rioja,101,653,5814
2022,7,Ciudad Autónoma de Buenos Aires,Santa Cruz,53,256,3132
2022,7,Entre Ríos,La Pampa,46,104,2369
2022,7,Misiones,Misiones,33,68,1959
2022,7,San Luis,La Rioja,12,547,696
2022,7,Misiones,La Pampa,12,59,704
2022,7,Santiago del Estero,Chubut,36,159,2138
2022,7,Chaco,La Rioja,22,74,1257
2022,7,San Juan,Corrientes,18,44,1028
2022,7,Tucumán,Santa Cruz,38,90,2256
2022,7,La Pampa,San Juan,6,10,336
2022,7,Chubut,Corrientes,26,160,1485
2022,7,Santa Cruz,Entre Ríos,6,7,340
2022,7,Chaco,Río Negro,8,21,460
2022,7,Corrientes,Río Negro,11,24,630
2022,7,Corrientes,Catamarca,20,38,1141
2022,7,San Juan,Chaco,19,44,1078
2022,7,La Rioja,San Luis,13,628,754
2022,7,Corrientes,Santa Cruz,12,29,680
2022,7,Río Negro,Chaco,12,23,696
2022,7,Neuquén,Santa Cruz,14,29,830
2022,7,Catamarca,Santa Cruz,4,33,220
2022,7,Catamarca,Chubut,4,22,220
2022,7,La Rioja,Chubut,3,5,165
2022,7,Río Negro,Corrientes,9,18,515
2022,7,San Juan,La Pampa,10,13,560
2022,7,Catamarca,La Pampa,2,3,113
2022,7,Chaco,La Pampa,1,1,58
2022,7,La Rioja,Santa Cruz,2,5,110
2022,7,La Pampa,Catamarca,1,4,58
2022,7,Neuquén,Catamarca,1,1,41
2022,7,Corrientes,La Pampa,1,1,60
2022,8,Santa Fe,Ciudad Autónoma de Buenos Aires,2538,32976,132400
2022,8,Buenos Aires,Chubut,173,2045,9668
2022,8,Buenos Aires,Río Negro,551,6345,29194
2022,8,Chubut,Chubut,578,8268,32548
2022,8,Río Negro,Chubut,495,4998,26558
2022,8,Río Negro,Río Negro,1811,24379,95075
2022,8,Corrientes,Entre Ríos,1172,7238,64597
2022,8,Corrientes,Ciudad Autónoma de Buenos Aires,1553,14463,76103
2022,8,Misiones,Buenos Aires,662,9962,32246
2022,8,Misiones,Ciudad Autónoma de Buenos Aires,795,17365,36489
2022,8,Misiones,Corrientes,1129,15131,59318
2022,8,Buenos Aires,Neuquén,297,1962,15121
2022,8,Buenos Aires,La Pampa,545,3299,26719
2022,8,Ciudad Autónoma de Buenos Aires,Buenos Aires,4406,79660,219193
2022,8,Ciudad Autónoma de Buenos Aires,La Pampa,655,4923,29611
2022,8,Ciudad Autónoma de Buenos Aires,Neuquén,239,1434,11468
2022,8,Ciudad Autónoma de Buenos Aires,Río Negro,441,4274,20642
2022,8,La Pampa,Neuquén,195,362,10053
2022,8,La Pampa,Río Negro,296,1025,15524
2022,8,Río Negro,Neuquén,1027,11972,52662
2022,8,Córdoba,Córdoba,1862,29032,101956
2022,8,Córdoba,Entre Ríos,325,3316,17781
2022,8,Córdoba,Santa Fe,1798,21939,97296
2022,8,Santa Fe,Córdoba,1900,22986,102301
2022,8,Buenos Aires,Chaco,908,5177,49944
2022,8,Buenos Aires,Santa Fe,2535,18103,140295
2022,8,Buenos Aires,Formosa,463,2774,24973
2022,8,Ciudad Autónoma de Buenos Aires,Chaco,1010,5923,53895
2022,8,Ciudad Autónoma de Buenos Aires,Formosa,524,4680,27450
2022,8,Ciudad Autónoma de Buenos Aires,Santa Fe,2730,31457,144056
2022,8,Santa Fe,Chaco,741,8133,41747
2022,8,Buenos Aires,Ciudad Autónoma de Buenos Aires,4378,75838,217592
2022,8,Chaco,Santa Fe,853,6783,48694
2022,8,Chaco,Buenos Aires,881,5632,48653
2022,8,Chaco,Ciudad Autónoma de Buenos Aires,984,6454,52505
2022,8,Formosa,Buenos Aires,471,2858,25158
2022,8,Formosa,Chaco,613,4415,35280
2022,8,Formosa,Ciudad Autónoma de Buenos Aires,540,5657,28040
2022,8,Formosa,Santa Fe,275,1306,15511
2022,8,Santa Fe,Buenos Aires,2362,21026,128754
2022,8,Catamarca,Catamarca,411,8241,22419
2022,8,Catamarca,La Rioja,340,3006,19657
2022,8,La Rioja,Catamarca,355,2544,20529
2022,8,Catamarca,Santiago del Estero,155,1628,8343
2022,8,Catamarca,Tucumán,523,4638,29811
2022,8,Tucumán,Santiago del Estero,1435,25033,82109
2022,8,Entre Ríos,Ciudad Autónoma de Buenos Aires,1648,23906,88357
2022,8,San Juan,Mendoza,654,15676,34976
2022,8,Buenos Aires,Buenos Aires,5681,63515,299695
2022,8,Corrientes,Santa Fe,788,6685,43230
2022,8,Corrientes,Corrientes,1088,8564,59100
2022,8,Misiones,Chaco,453,3093,26121
2022,8,Misiones,Santa Fe,254,1778,12982
2022,8,Córdoba,Mendoza,497,5280,27905
2022,8,Córdoba,San Luis,778,10821,42216
2022,8,San Luis,Mendoza,679,7897,38159
2022,8,Santa Fe,Mendoza,155,1514,9002
2022,8,Santa Fe,San Luis,245,949,14056
2022,8,Buenos Aires,Santiago del Estero,686,4486,38697
2022,8,Buenos Aires,Tucumán,423,2321,23743
2022,8,Ciudad Autónoma de Buenos Aires,Santiago del Estero,561,2632,31750
2022,8,Ciudad Autónoma de Buenos Aires,Tucumán,498,2124,28297
2022,8,Ciudad Autónoma de Buenos Aires,Corrientes,1632,13689,79944
2022,8,Corrientes,Formosa,384,1964,22258
2022,8,Chubut,Buenos Aires,180,2507,10074
2022,8,Chubut,Ciudad Autónoma de Buenos Aires,125,1917,6882
2022,8,Chubut,Río Negro,558,5210,29811
2022,8,Río Negro,Buenos Aires,563,7560,29725
2022,8,Río Negro,Ciudad Autónoma de Buenos Aires,443,5107,20760
2022,8,Corrientes,Buenos Aires,1263,8498,65883
2022,8,Salta,Jujuy,2225,34050,131026
2022,8,Formosa,Corrientes,428,2341,24152
2022,8,Formosa,Entre Ríos,92,215,4768
2022,8,Buenos Aires,Mendoza,339,2227,19488
2022,8,Buenos Aires,San Luis,526,2753,28781
2022,8,Ciudad Autónoma de Buenos Aires,Mendoza,379,5446,20600
2022,8,Ciudad Autónoma de Buenos Aires,San Luis,621,5991,32506
2022,8,Buenos Aires,Córdoba,1572,12200,80578
2022,8,Ciudad Autónoma de Buenos Aires,Córdoba,1634,27805,81573
2022,8,Ciudad Autónoma de Buenos Aires,Entre Ríos,1742,22981,93204
2022,8,Ciudad Autónoma de Buenos Aires,Misiones,804,13419,37161
2022,8,La Pampa,Ciudad Autónoma de Buenos Aires,673,5342,30497
2022,8,Mendoza,Ciudad Autónoma de Buenos Aires,375,6353,20322
2022,8,Mendoza,San Juan,670,14649,35974
2022,8,Córdoba,Buenos Aires,1557,12959,80640
2022,8,La Rioja,Mendoza,181,1095,10471
2022,8,Tucumán,Mendoza,187,1903,10840
2022,8,Buenos Aires,Entre Ríos,1569,9336,86693
2022,8,Entre Ríos,Entre Ríos,2625,54124,147546
2022,8,Jujuy,Buenos Aires,150,556,8888
2022,8,Jujuy,Ciudad Autónoma de Buenos Aires,238,6666,14407
2022,8,Jujuy,Santa Fe,155,506,9467
2022,8,Jujuy,Tucumán,539,4457,31857
2022,8,Salta,Buenos Aires,226,1687,13168
2022,8,Salta,Ciudad Autónoma de Buenos Aires,304,4164,17860
2022,8,Salta,Santa Fe,217,670,12607
2022,8,Salta,Tucumán,1011,11829,58489
2022,8,Tucumán,Ciudad Autónoma de Buenos Aires,496,2583,28041
2022,8,Tucumán,Santa Fe,297,1120,16829
2022,8,Córdoba,San Juan,106,1999,6018
2022,8,San Luis,San Juan,155,1667,8931
2022,8,San Luis,San Luis,529,1914,29867
2022,8,Santa Fe,Santa Fe,1361,22537,76022
2022,8,Santa Fe,San Juan,41,337,2309
2022,8,Chaco,Corrientes,639,2370,36568
2022,8,Buenos Aires,Salta,203,1235,11839
2022,8,Ciudad Autónoma de Buenos Aires,Salta,300,2700,17680
2022,8,Santa Fe,Santiago del Estero,415,1994,23879
2022,8,Santiago del Estero,Salta,352,1243,20107
2022,8,Tucumán,Salta,992,12303,57457
2022,8,Jujuy,Córdoba,334,4427,17616
2022,8,Jujuy,Salta,2367,33537,139112
2022,8,Salta,Córdoba,335,4408,18822
2022,8,La Pampa,Buenos Aires,601,3603,29320
2022,8,Santa Cruz,Chubut,388,8027,21930
2022,8,Santa Cruz,Santa Cruz,247,4073,14382
2022,8,Santa Fe,Entre Ríos,946,15226,53410
2022,8,Neuquén,Buenos Aires,317,2190,15909
2022,8,Neuquén,Río Negro,1016,11872,52479
2022,8,Buenos Aires,Misiones,661,8553,32209
2022,8,Buenos Aires,Corrientes,1305,7993,68187
2022,8,Corrientes,Misiones,891,11674,45964
2022,8,Córdoba,Ciudad Autónoma de Buenos Aires,1622,31077,80711
2022,8,Mendoza,Córdoba,521,5420,29317
2022,8,Mendoza,San Luis,730,8731,40889
2022,8,San Luis,Ciudad Autónoma de Buenos Aires,620,6398,32362
2022,8,San Luis,Córdoba,766,11054,42033
2022,8,San Luis,Buenos Aires,545,2953,29753
2022,8,Entre Ríos,Santa Fe,978,15678,55511
2022,8,Entre Ríos,Santiago del Estero,56,194,3190
2022,8,Entre Ríos,Tucumán,60,323,3424
2022,8,Santa Fe,Tucumán,272,1026,15563
2022,8,Santiago del Estero,Tucumán,1335,25502,76427
2022,8,Buenos Aires,San Juan,134,585,7531
2022,8,Ciudad Autónoma de Buenos Aires,San Juan,135,1966,7797
2022,8,Córdoba,Chaco,196,2087,10291
2022,8,Córdoba,Corrientes,213,1352,10811
2022,8,Santa Fe,Corrientes,683,5687,36942
2022,8,Mendoza,Mendoza,456,2820,25906
2022,8,Entre Ríos,Corrientes,1122,6637,61779
2022,8,Chaco,Misiones,346,2331,19884
2022,8,Santiago del Estero,Misiones,32,172,1672
2022,8,Santiago del Estero,Chaco,142,1598,8052
2022,8,Santiago del Estero,Corrientes,64,241,3516
2022,8,Tucumán,Chaco,53,568,2866
2022,8,Tucumán,Corrientes,45,175,2442
2022,8,Tucumán,Misiones,32,218,1672
2022,8,La Pampa,Mendoza,217,990,12030
2022,8,Neuquén,Mendoza,196,2850,10254
2022,8,Neuquén,San Juan,51,284,2526
2022,8,Río Negro,Mendoza,193,2888,10036
2022,8,Río Negro,La Pampa,341,961,17983
2022,8,Río Negro,San Juan,41,169,2018
2022,8,Córdoba,Jujuy,311,3075,16284
2022,8,Córdoba,Salta,330,3441,18527
2022,8,Entre Ríos,Buenos Aires,1484,9096,82643
2022,8,Misiones,Entre Ríos,359,1490,18108
2022,8,La Pampa,La Pampa,417,1178,21539
2022,8,Neuquén,Ciudad Autónoma de Buenos Aires,251,1815,12067
2022,8,Neuquén,La Pampa,182,388,9436
2022,8,Santiago del Estero,Santiago del Estero,1850,16902,105725
2022,8,Santiago del Estero,Ciudad Autónoma de Buenos Aires,562,3434,31630
2022,8,Chaco,Córdoba,199,2205,10451
2022,8,Corrientes,Córdoba,221,1427,11221
2022,8,Santa Fe,Misiones,157,937,7326
2022,8,Mendoza,Neuquén,191,2790,10011
2022,8,Neuquén,Neuquén,175,1007,7908
2022,8,Ciudad Autónoma de Buenos Aires,Jujuy,239,4444,14493
2022,8,Santa Fe,Jujuy,150,524,9140
2022,8,Tucumán,Jujuy,526,4012,31122
2022,8,Santa Fe,Salta,268,679,15798
2022,8,Chubut,Santa Cruz,369,8874,20901
2022,8,Entre Ríos,La Pampa,47,107,2403
2022,8,La Rioja,Córdoba,328,7792,17954
2022,8,Chaco,Chaco,240,662,13907
2022,8,Mendoza,La Rioja,177,950,10244
2022,8,San Juan,La Rioja,259,2819,14848
2022,8,Corrientes,Chaco,656,2511,37478
2022,8,Jujuy,Jujuy,461,6252,28590
2022,8,Chubut,Córdoba,64,590,3807
2022,8,Chubut,La Pampa,54,166,3210
2022,8,Chubut,Salta,45,133,2683
2022,8,Chubut,Santiago del Estero,37,106,2199
2022,8,Chubut,Tucumán,35,82,2078
2022,8,Chubut,Jujuy,52,178,3092
2022,8,Córdoba,Santiago del Estero,603,9079,34977
2022,8,Córdoba,Tucumán,513,3393,29693
2022,8,La Pampa,Córdoba,282,2901,15227
2022,8,La Pampa,Jujuy,103,352,5931
2022,8,La Pampa,Santiago del Estero,66,140,3868
2022,8,La Pampa,Tucumán,36,50,2107
2022,8,Río Negro,Córdoba,146,720,8334
2022,8,Río Negro,Jujuy,60,113,3529
2022,8,Río Negro,Tucumán,61,173,3579
2022,8,Santa Cruz,Córdoba,55,255,3272
2022,8,Santa Cruz,La Pampa,20,42,1187
2022,8,Santa Cruz,Salta,42,138,2506
2022,8,Santiago del Estero,Jujuy,188,482,11163
2022,8,Mendoza,Buenos Aires,349,2574,19997
2022,8,Salta,Salta,2517,64089,146815
2022,8,Chaco,Formosa,564,3423,32334
2022,8,Santa Fe,Formosa,259,1270,14666
2022,8,Santiago del Estero,Córdoba,572,10027,33237
2022,8,Tucumán,Córdoba,491,3649,28384
2022,8,San Juan,Córdoba,104,2045,5876
2022,8,Córdoba,La Rioja,313,7398,17107
2022,8,La Rioja,San Juan,238,2446,13728
2022,8,Neuquén,Chubut,61,449,3602
2022,8,Chaco,Entre Ríos,180,524,10141
2022,8,La Pampa,Salta,128,421,7372
2022,8,Catamarca,Buenos Aires,109,388,5650
2022,8,Catamarca,Ciudad Autónoma de Buenos Aires,119,1631,6253
2022,8,Catamarca,Córdoba,303,5507,16432
2022,8,Catamarca,Santa Fe,49,130,2850
2022,8,La Pampa,Santa Fe,42,127,2286
2022,8,Río Negro,Entre Ríos,49,101,2516
2022,8,Entre Ríos,Córdoba,332,3345,18289
2022,8,Santa Cruz,Buenos Aires,52,100,3045
2022,8,Santa Cruz,Ciudad Autónoma de Buenos Aires,50,163,2954
2022,8,Chubut,Corrientes,24,131,1360
2022,8,Chubut,Santa Fe,29,178,1660
2022,8,Chubut,Chaco,20,101,1128
2022,8,Entre Ríos,Chaco,191,554,10636
2022,8,Río Negro,Chaco,7,17,402
2022,8,Río Negro,Santa Fe,62,462,3363
2022,8,Río Negro,Corrientes,8,16,456
2022,8,Santa Cruz,Chaco,15,39,846
2022,8,Santa Cruz,Santa Fe,15,26,846
2022,8,Tucumán,La Rioja,227,1754,13173
2022,8,Santiago del Estero,Buenos Aires,681,6076,38410
2022,8,Buenos Aires,Jujuy,163,812,9684
2022,8,Tucumán,Tucumán,431,5766,25489
2022,8,Santiago del Estero,Catamarca,170,1681,9224
2022,8,Tucumán,Catamarca,531,4424,30161
2022,8,Ciudad Autónoma de Buenos Aires,Chubut,124,1814,6817
2022,8,Santiago del Estero,La Pampa,60,130,3523
2022,8,San Juan,San Juan,33,83,1799
2022,8,Catamarca,Jujuy,82,276,4741
2022,8,Catamarca,Salta,143,838,7937
2022,8,La Rioja,Jujuy,91,453,5253
2022,8,La Rioja,Salta,86,457,5009
2022,8,La Rioja,Tucumán,228,1765,13257
2022,8,Mendoza,Jujuy,103,490,5941
2022,8,Mendoza,Salta,89,372,5175
2022,8,Mendoza,Tucumán,185,1672,10698
2022,8,San Juan,Catamarca,108,270,6224
2022,8,San Juan,Jujuy,61,157,3516
2022,8,San Juan,Salta,76,187,4395
2022,8,Mendoza,Chubut,31,385,1832
2022,8,Mendoza,La Pampa,230,1107,12572
2022,8,Mendoza,Río Negro,190,2955,9863
2022,8,Mendoza,Santa Cruz,28,130,1656
2022,8,Neuquén,Santa Cruz,17,39,1006
2022,8,San Luis,La Pampa,89,445,5093
2022,8,La Pampa,San Luis,92,511,5210
2022,8,Córdoba,La Pampa,270,2620,14572
2022,8,Salta,Catamarca,156,567,9027
2022,8,Chubut,Mendoza,31,379,1832
2022,8,Chubut,Neuquén,62,427,3661
2022,8,Santa Cruz,Mendoza,31,143,1832
2022,8,Santa Cruz,Neuquén,24,50,1416
2022,8,Santa Cruz,Río Negro,92,249,5400
2022,8,Chaco,Santiago del Estero,184,1568,10457
2022,8,Chaco,Tucumán,53,521,2856
2022,8,Corrientes,Santiago del Estero,63,202,3449
2022,8,Corrientes,Tucumán,46,166,2456
2022,8,Misiones,Tucumán,31,209,1612
2022,8,Mendoza,Catamarca,115,327,6654
2022,8,San Juan,Tucumán,105,290,6066
2022,8,Misiones,Formosa,57,348,3366
2022,8,Formosa,Misiones,52,220,3072
2022,8,San Juan,Buenos Aires,150,696,8295
2022,8,Misiones,Córdoba,80,1436,3520
2022,8,Santiago del Estero,Santa Fe,455,2110,25932
2022,8,Catamarca,San Juan,98,268,5642
2022,8,Jujuy,Catamarca,87,292,5019
2022,8,Jujuy,La Rioja,102,682,5875
2022,8,Jujuy,Mendoza,101,625,5812
2022,8,Tucumán,Buenos Aires,438,3094,24577
2022,8,Buenos Aires,Santa Cruz,53,111,3116
2022,8,Ciudad Autónoma de Buenos Aires,Santa Cruz,57,244,3359
2022,8,Córdoba,Catamarca,288,4642,15633
2022,8,Entre Ríos,San Luis,56,146,3256
2022,8,Formosa,Formosa,95,699,5437
2022,8,Mendoza,Santa Fe,150,1519,8740
2022,8,San Luis,Santa Fe,230,875,13173
2022,8,Ciudad Autónoma de Buenos Aires,Catamarca,116,1515,6112
2022,8,Jujuy,San Juan,75,186,4332
2022,8,Salta,La Rioja,97,682,5623
2022,8,Salta,Mendoza,90,528,5220
2022,8,Salta,San Juan,72,226,4187
2022,8,Jujuy,Santiago del Estero,230,520,13691
2022,8,Misiones,Misiones,25,43,1479
2022,8,Entre Ríos,Misiones,313,1434,15432
2022,8,San Juan,Ciudad Autónoma de Buenos Aires,135,2197,7782
2022,8,San Juan,San Luis,151,1881,8701
2022,8,Santiago del Estero,Entre Ríos,53,216,3016
2022,8,Tucumán,Entre Ríos,59,371,3364
2022,8,Chaco,Salta,91,1959,5233
2022,8,Corrientes,Salta,52,755,2992
2022,8,Salta,Chaco,95,2036,5463
2022,8,Salta,Corrientes,51,960,2934
2022,8,Salta,Santiago del Estero,373,1235,21299
2022,8,Córdoba,Neuquén,80,481,4553
2022,8,Entre Ríos,Río Negro,37,79,1948
2022,8,Santa Fe,Neuquén,41,271,2160
2022,8,Santa Fe,La Pampa,38,150,2080
2022,8,Córdoba,Río Negro,135,595,7781
2022,8,Jujuy,Río Negro,48,97,2831
2022,8,Santiago del Estero,Neuquén,42,126,2456
2022,8,Santiago del Estero,Río Negro,50,121,2927
2022,8,Tucumán,Neuquén,50,167,2921
2022,8,Tucumán,Río Negro,66,186,3866
2022,8,Córdoba,Chubut,63,556,3740
2022,8,Córdoba,Santa Cruz,62,396,3684
2022,8,Jujuy,Chubut,49,195,2916
2022,8,Jujuy,La Pampa,101,282,5861
2022,8,Río Negro,Santa Cruz,94,307,5503
2022,8,Santiago del Estero,Chubut,36,87,2136
2022,8,Santiago del Estero,Santa Cruz,29,73,1722
2022,8,Tucumán,Chubut,36,86,2136
2022,8,Tucumán,La Pampa,35,59,2057
2022,8,Tucumán,Santa Cruz,31,52,1842
2022,8,La Rioja,Santa Fe,50,141,2808
2022,8,Catamarca,Mendoza,119,377,6855
2022,8,San Luis,La Rioja,13,450,754
2022,8,Neuquén,Córdoba,96,608,5335
2022,8,Neuquén,Santiago del Estero,32,74,1868
2022,8,Río Negro,Santiago del Estero,61,162,3575
2022,8,Misiones,La Pampa,13,64,780
2022,8,Entre Ríos,Formosa,73,242,3629
2022,8,Entre Ríos,Neuquén,25,56,1230
2022,8,Santa Fe,Río Negro,55,359,3064
2022,8,La Pampa,Entre Ríos,43,83,2203
