Año,Mes,Provincia origen,Provincia destino,Servicios,Pasajeros,Asientos
2019,1,Buenos Aires,Buenos Aires,5039,67197,263726
2019,1,Santa Fe,Formosa,212,1227,11626
2019,1,Chaco,Misiones,366,4090,20922
2019,1,Santa Fe,Córdoba,1875,32712,98509
2019,1,Ciudad Autónoma de Buenos Aires,Buenos Aires,7233,174359,309236
2019,1,Tucumán,Mendoza,100,1324,5532
2019,1,Buenos Aires,Santiago del Estero,639,6803,35219
2019,1,Neuquén,Neuquén,163,1350,4317
2019,1,Río Negro,Neuquén,1394,25626,66015
2019,1,Tucumán,Salta,664,8208,36463
2019,1,Ciudad Autónoma de Buenos Aires,Córdoba,1895,34825,92596
2019,1,Corrientes,Misiones,894,11749,47189
2019,1,Salta,Ciudad Autónoma de Buenos Aires,352,6055,18475
2019,1,Mendoza,Ciudad Autónoma de Buenos Aires,391,8780,19716
2019,1,Santiago del Estero,Salta,309,1897,16729
2019,1,Santa Fe,Entre Ríos,1012,14660,52312
2019,1,Buenos Aires,Corrientes,1336,13690,70081
2019,1,Buenos Aires,Río Negro,892,13712,44805
2019,1,Buenos Aires,Ciudad Autónoma de Buenos Aires,7016,162291,284243
2019,1,Río Negro,La Pampa,387,1313,19326
2019,1,Jujuy,Jujuy,633,10052,35568
2019,1,Salta,Jujuy,2221,33642,109019
2019,1,Río Negro,Buenos Aires,837,10854,41942
2019,1,Ciudad Autónoma de Buenos Aires,Jujuy,375,11275,20356
2019,1,Córdoba,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,199,298
2019,1,Entre Ríos,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,16,129
2019,1,Santa Fe,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",4,108,172
2019,1,Neuquén,Ciudad Autónoma de Buenos Aires,391,4191,18943
2019,1,Neuquén,Santa Fe,77,555,3926
2019,1,La Rioja,Corrientes,2,13,77
2019,1,Córdoba,Río Negro,276,4583,15433
2019,1,Santa Fe,Buenos Aires,2441,29924,127988
2019,1,San Juan,Ciudad Autónoma de Buenos Aires,111,2663,5860
2019,1,Buenos Aires,Entre Ríos,1928,21034,102948
2019,1,Santa Fe,Ciudad Autónoma de Buenos Aires,2668,35744,133007
2019,1,Buenos Aires,San Luis,596,9137,30688
2019,1,Ciudad Autónoma de Buenos Aires,San Luis,651,9184,32100
2019,1,Neuquén,Río Negro,1239,15930,60749
2019,1,Córdoba,Buenos Aires,1721,25354,88750
2019,1,Buenos Aires,Misiones,786,14919,39115
2019,1,Córdoba,Neuquén,146,1319,7825
2019,1,Mendoza,Buenos Aires,505,12259,27173
2019,1,Córdoba,Corrientes,255,2867,12250
2019,1,Santa Fe,Corrientes,702,6457,38173
2019,1,Chaco,Buenos Aires,727,5665,39917
2019,1,Buenos Aires,Córdoba,1811,33985,94628
2019,1,Mendoza,Santiago del Estero,3,122,182
2019,1,Córdoba,Salta,351,5952,17995
2019,1,Mendoza,Córdoba,437,4916,24784
2019,1,Santiago del Estero,Buenos Aires,622,8278,34838
2019,1,Chubut,Santa Cruz,562,9611,26858
2019,1,Córdoba,Jujuy,272,3371,13329
2019,1,Córdoba,Tucumán,509,4636,27588
2019,1,Buenos Aires,Salta,207,2507,11356
2019,1,Ciudad Autónoma de Buenos Aires,Salta,437,8668,23226
2019,1,Salta,Salta,1825,36225,104153
2019,1,Jujuy,Ciudad Autónoma de Buenos Aires,275,6466,14562
2019,1,Jujuy,Salta,1753,25180,96115
2019,1,Río Negro,Río Negro,380,1674,17591
2019,1,Chubut,Córdoba,102,2283,5837
2019,1,Neuquén,Córdoba,142,1638,7393
2019,1,Entre Ríos,Buenos Aires,1803,17224,97954
2019,1,Río Negro,Córdoba,227,3355,12389
2019,1,Misiones,Buenos Aires,1005,19850,49479
2019,1,Buenos Aires,Mendoza,417,7723,22059
2019,1,Ciudad Autónoma de Buenos Aires,Santiago del Estero,563,3859,30247
2019,1,Santa Fe,San Luis,231,1740,12956
2019,1,Córdoba,Córdoba,1816,11856,99533
2019,1,Córdoba,Santa Fe,1623,24270,85426
2019,1,Santa Fe,Santa Fe,1019,7252,56497
2019,1,Buenos Aires,Santa Fe,2334,19404,122344
2019,1,Ciudad Autónoma de Buenos Aires,Neuquén,421,5228,20401
2019,1,Córdoba,Ciudad Autónoma de Buenos Aires,1819,32821,87220
2019,1,La Pampa,Córdoba,228,2259,12467
2019,1,Ciudad Autónoma de Buenos Aires,Mendoza,385,7431,19469
2019,1,Neuquén,Mendoza,211,2151,8899
2019,1,Santiago del Estero,Córdoba,640,11122,35339
2019,1,Río Negro,Mendoza,193,2763,8683
2019,1,Ciudad Autónoma de Buenos Aires,Río Negro,670,10923,31347
2019,1,Ciudad Autónoma de Buenos Aires,Misiones,770,16687,35713
2019,1,Neuquén,Buenos Aires,540,5340,27197
2019,1,Mendoza,Jujuy,105,1647,6043
2019,1,Salta,Buenos Aires,219,2233,12198
2019,1,Santiago del Estero,La Rioja,6,42,307
2019,1,Entre Ríos,Río Negro,48,192,2534
2019,1,Santa Fe,Río Negro,120,2034,6454
2019,1,San Luis,Buenos Aires,563,4411,28432
2019,1,La Rioja,Río Negro,1,50,60
2019,1,Río Negro,Santa Fe,84,804,4390
2019,1,Mendoza,Río Negro,179,3261,9187
2019,1,San Juan,Buenos Aires,138,2904,7428
2019,1,Tucumán,Buenos Aires,637,12534,35897
2019,1,Entre Ríos,Ciudad Autónoma de Buenos Aires,1843,36885,99340
2019,1,Ciudad Autónoma de Buenos Aires,Santa Fe,2759,29818,136422
2019,1,Misiones,Corrientes,1029,15113,55051
2019,1,Entre Ríos,Córdoba,410,5385,21213
2019,1,Buenos Aires,Neuquén,588,6513,29764
2019,1,San Luis,Santa Fe,213,923,11962
2019,1,Buenos Aires,Chaco,716,4425,39410
2019,1,Entre Ríos,Santa Fe,1002,13460,53125
2019,1,Jujuy,Buenos Aires,158,2661,9234
2019,1,Santa Fe,Salta,242,1715,12710
2019,1,Santa Fe,Mendoza,166,2314,9406
2019,1,La Rioja,Buenos Aires,57,1019,3176
2019,1,Ciudad Autónoma de Buenos Aires,Entre Ríos,1961,31718,105227
2019,1,Buenos Aires,Santa Cruz,48,338,2017
2019,1,Buenos Aires,Jujuy,142,820,8134
2019,1,Buenos Aires,Tucumán,531,6976,29550
2019,1,Santiago del Estero,San Luis,10,187,288
2019,1,San Juan,Córdoba,221,4872,12593
2019,1,Misiones,Ciudad Autónoma de Buenos Aires,1014,28188,47202
2019,1,Córdoba,Santiago del Estero,584,9058,32359
2019,1,Tucumán,Corrientes,12,82,622
2019,1,Corrientes,Formosa,313,3026,18398
2019,1,Corrientes,Córdoba,266,2721,12644
2019,1,Misiones,Córdoba,120,2997,4914
2019,1,La Pampa,Mendoza,128,558,6558
2019,1,Buenos Aires,Chubut,212,2995,10331
2019,1,Santa Fe,Chubut,14,265,818
2019,1,San Luis,Río Negro,33,251,1945
2019,1,Formosa,Salta,57,1321,3297
2019,1,Entre Ríos,Corrientes,836,4090,46166
2019,1,Chubut,Río Negro,666,9889,33178
2019,1,Corrientes,Buenos Aires,1398,11970,72299
2019,1,Tucumán,Córdoba,554,6025,30006
2019,1,Entre Ríos,Mendoza,78,643,4096
2019,1,Chubut,Jujuy,47,199,2727
2019,1,Chubut,Santiago del Estero,28,71,1641
2019,1,Chubut,Tucumán,40,122,2316
2019,1,La Pampa,Santiago del Estero,19,56,1063
2019,1,Río Negro,Jujuy,49,162,2872
2019,1,Santa Cruz,Chubut,506,7862,24287
2019,1,Santa Cruz,Río Negro,95,489,4987
2019,1,Santa Cruz,Santa Cruz,105,1158,5834
2019,1,Santa Cruz,Córdoba,48,450,2655
2019,1,Santa Cruz,Santiago del Estero,33,81,1812
2019,1,Chaco,Chubut,10,41,580
2019,1,Chaco,Entre Ríos,146,786,8203
2019,1,Corrientes,Entre Ríos,1041,6303,57801
2019,1,Corrientes,Río Negro,5,13,248
2019,1,Corrientes,Santa Fe,707,6431,38456
2019,1,Entre Ríos,Chubut,9,58,524
2019,1,Formosa,Buenos Aires,400,2968,21457
2019,1,Formosa,Chubut,9,74,522
2019,1,Formosa,Santa Fe,231,1820,12882
2019,1,Río Negro,Chubut,562,7777,27924
2019,1,Entre Ríos,San Luis,47,209,2525
2019,1,Córdoba,Chubut,88,1198,5122
2019,1,Córdoba,La Pampa,261,1670,14322
2019,1,Córdoba,Santa Cruz,56,438,3098
2019,1,Jujuy,Córdoba,347,5926,17504
2019,1,Jujuy,Santa Cruz,44,384,2394
2019,1,Jujuy,Santiago del Estero,185,460,10230
2019,1,Jujuy,La Pampa,40,74,2321
2019,1,Jujuy,Río Negro,71,370,4156
2019,1,La Pampa,Chubut,66,239,3867
2019,1,La Pampa,Río Negro,354,1367,17808
2019,1,Salta,Córdoba,387,7443,19972
2019,1,Salta,Santa Cruz,52,252,2893
2019,1,Salta,Chubut,41,144,2385
2019,1,Salta,Río Negro,70,319,4096
2019,1,Salta,Santiago del Estero,333,1162,18243
2019,1,Tucumán,Chubut,43,158,2497
2019,1,Tucumán,La Pampa,47,110,2614
2019,1,Tucumán,Río Negro,152,2935,8744
2019,1,Mendoza,Neuquén,195,2989,9814
2019,1,Misiones,San Juan,3,21,135
2019,1,La Pampa,Buenos Aires,518,5254,25051
2019,1,Ciudad Autónoma de Buenos Aires,Tucumán,543,4528,29166
2019,1,Santa Fe,Tucumán,288,1197,15426
2019,1,Tucumán,Jujuy,435,3007,23966
2019,1,Chubut,Buenos Aires,243,3152,12195
2019,1,Chubut,Ciudad Autónoma de Buenos Aires,190,3796,9158
2019,1,Río Negro,Ciudad Autónoma de Buenos Aires,655,9039,30766
2019,1,Jujuy,Tucumán,478,4018,26718
2019,1,Río Negro,Santa Cruz,91,462,4752
2019,1,Santiago del Estero,Chubut,31,106,1819
2019,1,Santiago del Estero,Santa Cruz,36,127,2022
2019,1,Tucumán,Santa Cruz,38,127,2108
2019,1,Misiones,Chaco,362,2758,20707
2019,1,Santa Cruz,Ciudad Autónoma de Buenos Aires,44,181,1767
2019,1,La Pampa,Ciudad Autónoma de Buenos Aires,593,5249,25893
2019,1,Neuquén,La Pampa,244,683,11849
2019,1,Catamarca,Catamarca,324,6767,16853
2019,1,Tucumán,Catamarca,350,3436,18832
2019,1,Catamarca,Tucumán,303,2535,16288
2019,1,La Rioja,Catamarca,228,1176,13074
2019,1,Salta,Misiones,20,990,1132
2019,1,Chubut,La Pampa,51,157,2962
2019,1,Chubut,Salta,38,112,2191
2019,1,Santiago del Estero,Jujuy,170,496,9133
2019,1,Santa Fe,Neuquén,87,769,4430
2019,1,Corrientes,Ciudad Autónoma de Buenos Aires,1667,20371,81309
2019,1,Entre Ríos,Misiones,435,3093,21125
2019,1,Santiago del Estero,Ciudad Autónoma de Buenos Aires,628,6151,33144
2019,1,Mendoza,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,102,126
2019,1,Ciudad Autónoma de Buenos Aires,Corrientes,1509,15095,75361
2019,1,La Rioja,San Juan,191,1993,10954
2019,1,Catamarca,Buenos Aires,148,1155,7976
2019,1,Santiago del Estero,Tucumán,755,8365,40700
2019,1,Ciudad Autónoma de Buenos Aires,Chubut,161,3505,7241
2019,1,Ciudad Autónoma de Buenos Aires,Santa Cruz,48,218,1921
2019,1,Río Negro,Salta,38,98,2225
2019,1,Río Negro,Tucumán,71,257,4086
2019,1,Buenos Aires,La Pampa,437,3005,20510
2019,1,Ciudad Autónoma de Buenos Aires,La Pampa,537,4083,23339
2019,1,Misiones,Entre Ríos,558,3541,28018
2019,1,Chaco,Santiago del Estero,105,482,6124
2019,1,Chaco,Formosa,401,3029,23420
2019,1,Salta,Chaco,89,1565,4725
2019,1,Salta,Formosa,57,1320,3296
2019,1,Santiago del Estero,Chaco,62,235,3533
2019,1,La Pampa,Neuquén,213,705,10106
2019,1,Misiones,Santa Fe,285,3010,13406
2019,1,San Luis,Mendoza,450,3910,24840
2019,1,Corrientes,Corrientes,1004,13388,54678
2019,1,Mendoza,San Luis,554,5524,30364
2019,1,San Luis,Ciudad Autónoma de Buenos Aires,600,7198,28927
2019,1,Córdoba,Misiones,129,2976,5611
2019,1,La Pampa,Salta,55,155,3188
2019,1,Santa Cruz,Jujuy,38,337,2044
2019,1,Santa Cruz,Tucumán,32,87,1757
2019,1,Neuquén,Chubut,82,589,3680
2019,1,La Rioja,Ciudad Autónoma de Buenos Aires,84,2420,4210
2019,1,Chubut,Neuquén,82,583,3864
2019,1,Chaco,Ciudad Autónoma de Buenos Aires,858,9505,44163
2019,1,Jujuy,Neuquén,46,152,2698
2019,1,Santiago del Estero,Neuquén,40,88,2195
2019,1,Santiago del Estero,Río Negro,75,549,4331
2019,1,Tucumán,Neuquén,55,280,2993
2019,1,Catamarca,Córdoba,326,8056,17917
2019,1,Catamarca,Santiago del Estero,121,1282,6551
2019,1,Santiago del Estero,Catamarca,99,947,5485
2019,1,Chaco,Santa Fe,628,4865,35736
2019,1,Entre Ríos,Entre Ríos,2115,20662,119745
2019,1,Santa Fe,Jujuy,177,692,9532
2019,1,La Pampa,Santa Fe,59,375,2862
2019,1,La Pampa,Santa Cruz,26,54,1458
2019,1,Salta,Tucumán,768,11116,42650
2019,1,Santiago del Estero,La Pampa,27,57,1498
2019,1,Tucumán,Santiago del Estero,939,9915,51011
2019,1,Córdoba,Mendoza,372,3827,21014
2019,1,Córdoba,San Luis,539,5412,29755
2019,1,Mendoza,Mendoza,225,714,12554
2019,1,San Luis,San Luis,156,578,8653
2019,1,Chaco,Corrientes,455,3967,25575
2019,1,Chaco,Córdoba,244,4361,12459
2019,1,Corrientes,Chaco,510,3110,29633
2019,1,Entre Ríos,La Pampa,29,61,1460
2019,1,San Luis,Córdoba,543,5558,30084
2019,1,Formosa,Chaco,546,4794,32252
2019,1,Formosa,Corrientes,327,3670,19791
2019,1,Formosa,Formosa,146,1038,8662
2019,1,Formosa,Ciudad Autónoma de Buenos Aires,480,7434,24152
2019,1,La Rioja,Córdoba,362,9947,20623
2019,1,La Rioja,La Rioja,48,75,2873
2019,1,Mendoza,La Rioja,187,1333,10651
2019,1,Mendoza,San Juan,594,11432,32410
2019,1,Córdoba,San Juan,200,4153,11430
2019,1,Córdoba,La Rioja,375,10098,21366
2019,1,La Rioja,Mendoza,150,1024,8557
2019,1,San Juan,Mendoza,600,13656,32511
2019,1,Córdoba,Entre Ríos,377,3850,19137
2019,1,Salta,Corrientes,64,2002,3187
2019,1,Buenos Aires,Formosa,373,2364,19574
2019,1,Ciudad Autónoma de Buenos Aires,Formosa,478,4563,23907
2019,1,Santa Fe,Chaco,608,5067,34430
2019,1,Tucumán,Ciudad Autónoma de Buenos Aires,550,5555,29403
2019,1,Santa Fe,La Pampa,70,420,3524
2019,1,Santiago del Estero,Santa Fe,381,1951,20692
2019,1,Tucumán,Santa Fe,325,1448,17193
2019,1,Ciudad Autónoma de Buenos Aires,Chaco,818,6313,42005
2019,1,San Juan,San Luis,120,2028,6656
2019,1,Santa Fe,Catamarca,35,288,1973
2019,1,Santa Fe,Santiago del Estero,318,1617,17084
2019,1,Mendoza,Santa Fe,177,1597,9977
2019,1,Neuquén,San Luis,28,213,1668
2019,1,Río Negro,San Luis,30,214,1747
2019,1,Santiago del Estero,Santiago del Estero,861,3551,45693
2019,1,Entre Ríos,Chaco,139,595,7980
2019,1,Santa Fe,Misiones,277,2921,13014
2019,1,La Pampa,Entre Ríos,25,109,1182
2019,1,Neuquén,Entre Ríos,24,61,1234
2019,1,Río Negro,Entre Ríos,39,181,1960
2019,1,Córdoba,Catamarca,331,7684,18147
2019,1,Ciudad Autónoma de Buenos Aires,Catamarca,191,2957,9425
2019,1,Buenos Aires,La Rioja,101,641,4943
2019,1,Ciudad Autónoma de Buenos Aires,La Rioja,101,2515,4957
2019,1,Entre Ríos,Formosa,50,152,2895
2019,1,Formosa,Córdoba,89,2026,4568
2019,1,Salta,Santa Fe,222,1301,11465
2019,1,Chaco,Salta,92,1542,4778
2019,1,Formosa,Santiago del Estero,6,17,346
2019,1,Catamarca,Ciudad Autónoma de Buenos Aires,170,2707,8381
2019,1,Santa Fe,La Rioja,41,182,2344
2019,1,Córdoba,Formosa,78,1392,4071
2019,1,Córdoba,Chaco,207,3018,10389
2019,1,Mendoza,Corrientes,38,141,2093
2019,1,San Luis,Entre Ríos,58,173,3137
2019,1,San Luis,Corrientes,23,57,1214
2019,1,San Luis,Formosa,18,40,1056
2019,1,Río Negro,Santiago del Estero,36,66,2104
2019,1,Chaco,Chaco,155,307,9691
2019,1,Corrientes,Salta,66,1762,3305
2019,1,Corrientes,Chubut,9,57,522
2019,1,Formosa,Entre Ríos,59,203,3217
2019,1,Formosa,Jujuy,34,439,1949
2019,1,Chaco,San Luis,23,158,1260
2019,1,Corrientes,Mendoza,32,140,1760
2019,1,Corrientes,San Luis,22,91,1174
2019,1,Formosa,Mendoza,28,186,1640
2019,1,Formosa,San Luis,24,84,1388
2019,1,Catamarca,La Rioja,276,1297,15859
2019,1,Mendoza,La Pampa,174,746,9066
2019,1,Buenos Aires,Catamarca,164,1328,8715
2019,1,La Rioja,Santa Fe,39,182,2200
2019,1,San Luis,San Juan,97,1175,5466
2019,1,Santa Fe,San Juan,38,348,2128
2019,1,La Pampa,La Pampa,195,862,9835
2019,1,Entre Ríos,Santiago del Estero,38,148,2112
2019,1,Entre Ríos,Tucumán,42,203,2282
2019,1,Santiago del Estero,Entre Ríos,55,323,3054
2019,1,Tucumán,Entre Ríos,54,302,3024
2019,1,San Luis,La Pampa,65,378,3646
2019,1,San Luis,Neuquén,28,237,1645
2019,1,San Juan,La Rioja,212,2326,12248
2019,1,Mendoza,Santa Cruz,35,288,1970
2019,1,Entre Ríos,Neuquén,45,825,2382
2019,1,Jujuy,Chubut,48,169,2793
2019,1,Chubut,Santa Fe,11,141,640
2019,1,Santa Cruz,Santa Fe,4,30,219
2019,1,Santa Cruz,Buenos Aires,33,138,1380
2019,1,La Rioja,San Luis,26,435,1508
2019,1,La Pampa,Jujuy,35,72,2043
2019,1,Ciudad Autónoma de Buenos Aires,San Juan,77,1725,4099
2019,1,Entre Ríos,Salta,20,292,1145
2019,1,Catamarca,Jujuy,57,179,3278
2019,1,Catamarca,Salta,106,738,5833
2019,1,La Rioja,Jujuy,52,150,2969
2019,1,La Rioja,Salta,72,499,4147
2019,1,La Rioja,Tucumán,96,431,5606
2019,1,Mendoza,Catamarca,83,243,4558
2019,1,Mendoza,Salta,110,1393,6103
2019,1,Mendoza,Tucumán,108,675,5968
2019,1,San Juan,Salta,60,175,3261
2019,1,Jujuy,Santa Fe,165,624,8877
2019,1,San Luis,La Rioja,26,730,1508
2019,1,Misiones,Misiones,61,1099,3223
2019,1,San Juan,Neuquén,27,247,1236
2019,1,Jujuy,Formosa,36,452,2051
2019,1,Tucumán,Tucumán,203,2054,11857
2019,1,Mendoza,Chaco,20,62,1083
2019,1,Mendoza,Entre Ríos,69,348,3520
2019,1,Mendoza,Formosa,25,145,1464
2019,1,San Luis,Chaco,14,28,739
2019,1,Neuquén,Jujuy,23,66,1351
2019,1,Neuquén,Salta,17,66,997
2019,1,Neuquén,Tucumán,34,115,1796
2019,1,Chaco,Mendoza,25,112,1383
2019,1,La Pampa,San Luis,52,180,2929
2019,1,San Juan,Santa Fe,44,371,2465
2019,1,Santiago del Estero,Formosa,7,14,413
2019,1,Río Negro,La Rioja,1,51,60
2019,1,Salta,La Pampa,62,183,3603
2019,1,Santa Cruz,Salta,41,170,2250
2019,1,San Juan,La Pampa,5,207,286
2019,1,San Juan,Jujuy,37,77,2097
2019,1,Mendoza,Chubut,31,673,1802
2019,1,Neuquén,Santa Cruz,23,169,1184
2019,1,San Juan,San Juan,64,271,3646
2019,1,San Juan,Catamarca,52,126,2807
2019,1,San Juan,Tucumán,64,223,3469
2019,1,Chubut,Mendoza,32,611,1856
2019,1,Santa Cruz,Mendoza,36,236,2013
2019,1,Misiones,Formosa,9,54,502
2019,1,Tucumán,La Rioja,120,769,6790
2019,1,Catamarca,San Juan,34,70,1790
2019,1,Jujuy,Catamarca,58,284,3299
2019,1,Jujuy,La Rioja,82,598,4704
2019,1,Jujuy,Mendoza,99,1514,5705
2019,1,Salta,Catamarca,105,458,5802
2019,1,Salta,La Rioja,98,936,5495
2019,1,Salta,Mendoza,117,1882,6505
2019,1,Salta,San Juan,66,204,3576
2019,1,Tucumán,San Juan,68,231,3692
2019,1,Neuquén,Santiago del Estero,16,33,856
2019,1,Catamarca,Mendoza,54,197,2941
2019,1,Jujuy,San Juan,52,131,2971
2019,1,Chubut,Chubut,39,551,1987
2019,1,Chaco,Tucumán,13,82,768
2019,1,Corrientes,Santiago del Estero,23,92,1342
2019,1,Corrientes,Tucumán,12,87,710
2019,1,Misiones,Santiago del Estero,14,52,826
2019,1,Misiones,Tucumán,15,192,886
2019,1,Salta,Entre Ríos,30,474,1673
2019,1,Santa Cruz,La Pampa,20,41,1128
2019,1,La Rioja,Santiago del Estero,4,12,238
2019,1,Santiago del Estero,Misiones,19,254,1079
2019,1,Tucumán,Chaco,13,76,768
2019,1,Tucumán,Misiones,19,214,1103
2019,1,Buenos Aires,San Juan,93,1285,4825
2019,1,La Pampa,Tucumán,29,62,1567
2019,1,Catamarca,Santa Fe,33,201,1880
2019,1,Salta,Neuquén,44,273,2574
2019,1,Salta,San Luis,1,10,23
2019,1,Santa Cruz,Neuquén,25,95,1315
2019,1,La Pampa,Catamarca,1,10,55
2019,1,Santiago del Estero,Corrientes,19,52,1110
2019,1,San Juan,Río Negro,24,203,1062
2019,1,Chubut,Corrientes,8,32,464
2019,1,Chubut,Formosa,8,36,464
2019,1,Chubut,Entre Ríos,8,21,466
2019,1,Chaco,La Rioja,1,3,58
2019,1,Chaco,San Juan,2,5,116
2019,1,Corrientes,La Rioja,2,7,116
2019,1,Corrientes,San Juan,2,5,116
2019,1,Misiones,Mendoza,3,13,135
2019,1,Misiones,La Rioja,2,9,116
2019,1,Misiones,Catamarca,2,5,116
2019,1,Santiago del Estero,Mendoza,7,205,369
2019,1,Santiago del Estero,San Juan,2,4,116
2019,1,Santa Cruz,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",3,31,53
2019,1,Chubut,Chaco,4,8,232
2019,1,Río Negro,Chaco,3,5,174
2019,1,Chaco,Río Negro,5,36,274
2019,1,La Pampa,La Rioja,1,40,45
2019,1,Jujuy,Misiones,8,307,434
2019,1,Jujuy,Corrientes,1,31,46
2019,1,La Pampa,Corrientes,1,1,58
2019,1,Corrientes,La Pampa,5,15,290
2019,1,Catamarca,Santa Cruz,3,17,178
2019,1,Catamarca,Chubut,4,29,240
2019,1,La Rioja,Chubut,1,2,58
2019,1,Formosa,Misiones,4,214,219
2019,1,Santa Fe,Santa Cruz,9,198,435
2019,1,Neuquén,San Juan,8,60,372
2019,1,Río Negro,San Juan,7,18,316
2019,1,Catamarca,San Luis,1,39,62
2019,1,Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,160,279
2019,1,Entre Ríos,Jujuy,1,24,60
2019,1,Entre Ríos,Santa Cruz,4,28,189
2019,1,La Pampa,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",2,29,105
2019,1,San Juan,Santa Cruz,3,14,129
2019,1,Santa Cruz,San Juan,5,26,215
2019,1,Santa Cruz,Catamarca,1,1,43
2019,1,San Luis,Santiago del Estero,1,17,23
2019,1,Río Negro,Corrientes,3,5,174
2019,1,Río Negro,Formosa,1,1,58
2019,1,Misiones,La Pampa,7,43,408
2019,1,Catamarca,La Pampa,1,1,58
2019,1,Catamarca,Chaco,1,3,58
2019,1,Catamarca,Corrientes,1,1,58
2019,1,Catamarca,Misiones,1,1,58
2019,1,San Juan,Chaco,1,1,58
2019,1,San Juan,Corrientes,1,2,58
2019,1,San Juan,Misiones,1,1,58
2019,1,San Juan,Santiago del Estero,1,2,58
2019,1,Corrientes,Catamarca,1,3,58
2019,1,Santa Cruz,Entre Ríos,2,3,103
2019,1,La Pampa,Misiones,3,7,174
2019,1,San Juan,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,53,56
2019,1,San Luis,Santa Cruz,2,25,103
2019,1,Chaco,Santa Cruz,1,4,42
2019,1,Neuquén,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,4,42
2019,1,Río Negro,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,38,42
2019,1,San Luis,Misiones,1,12,60
2019,1,Chubut,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,6,62
2019,1,Ciudad Autónoma de Buenos Aires,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,17,62
2019,1,La Rioja,Misiones,1,56,60
2019,1,Formosa,La Pampa,1,2,58
2019,2,Tucumán,Salta,973,12617,53653
2019,2,Buenos Aires,Santiago del Estero,918,10875,51853
2019,2,Ciudad Autónoma de Buenos Aires,Buenos Aires,8618,208567,384886
2019,2,Buenos Aires,Ciudad Autónoma de Buenos Aires,8370,191031,357700
2019,2,Buenos Aires,Río Negro,895,12268,44644
2019,2,Salta,Jujuy,2550,36956,129811
2019,2,Córdoba,Salta,467,7148,24155
2019,2,Mendoza,La Pampa,217,906,11673
2019,2,Santa Fe,Entre Ríos,1318,22078,69734
2019,2,Corrientes,Misiones,1198,15730,63706
2019,2,Misiones,Misiones,120,2193,6590
2019,2,Santa Fe,Buenos Aires,2982,36553,158903
2019,2,Chaco,Ciudad Autónoma de Buenos Aires,1053,10585,54625
2019,2,Corrientes,Ciudad Autónoma de Buenos Aires,1814,21103,88026
2019,2,Formosa,Ciudad Autónoma de Buenos Aires,507,5972,25414
2019,2,Tucumán,Buenos Aires,785,16480,45398
2019,2,Tucumán,Catamarca,677,6539,36879
2019,2,Tucumán,Ciudad Autónoma de Buenos Aires,650,6495,35257
2019,2,Tucumán,Córdoba,671,7025,36241
2019,2,Entre Ríos,Ciudad Autónoma de Buenos Aires,2046,37724,110713
2019,2,Entre Ríos,Buenos Aires,2016,18568,110905
2019,2,Entre Ríos,Entre Ríos,2463,24859,139912
2019,2,Santa Fe,Ciudad Autónoma de Buenos Aires,3103,37693,157224
2019,2,Buenos Aires,Entre Ríos,2214,24872,118255
2019,2,Ciudad Autónoma de Buenos Aires,Corrientes,1747,18435,85909
2019,2,Ciudad Autónoma de Buenos Aires,Entre Ríos,2302,39105,124058
2019,2,Corrientes,Entre Ríos,1228,6460,68530
2019,2,Entre Ríos,Corrientes,1044,4242,58107
2019,2,Chaco,Buenos Aires,911,8867,50579
2019,2,Santiago del Estero,Buenos Aires,819,9940,47409
2019,2,Santiago del Estero,Ciudad Autónoma de Buenos Aires,782,7218,42526
2019,2,Santiago del Estero,Santa Fe,515,2351,29079
2019,2,Buenos Aires,Chaco,939,6372,51930
2019,2,Buenos Aires,Corrientes,1457,10956,76350
2019,2,Ciudad Autónoma de Buenos Aires,Chaco,1032,8908,53719
2019,2,Corrientes,Chaco,684,4492,39573
2019,2,Corrientes,Corrientes,1128,14873,61688
2019,2,Entre Ríos,Chaco,189,771,10843
2019,2,Corrientes,Buenos Aires,1448,11228,74940
2019,2,Santa Fe,Chaco,884,7875,50444
2019,2,Santa Fe,Santa Fe,1487,11534,83612
2019,2,Santa Fe,Corrientes,910,7441,50163
2019,2,Catamarca,Córdoba,362,7118,20109
2019,2,Santiago del Estero,Catamarca,205,2052,10660
2019,2,Santiago del Estero,Córdoba,796,11908,43530
2019,2,Tucumán,Santiago del Estero,1317,13225,71550
2019,2,Buenos Aires,Santa Fe,2994,26621,159498
2019,2,Santiago del Estero,Santiago del Estero,1332,6084,70017
2019,2,Jujuy,Salta,2103,27007,115936
2019,2,Salta,Salta,2238,40122,127203
2019,2,Misiones,Buenos Aires,898,15474,43104
