Año;Día;Mes;Localidad origen;Provincia origen;Localidad destino;Provincia destino;Servicios;Pasajeros;Asientos;Tipo
2019;4;4;Mendoza;Mendoza;Otros destinos;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;5;4;25 de Mayo;La Pampa;Maipú;Mendoza;1;10;19;SERVICIOS DE TURISMO
2019;5;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;39;58;SERVICIOS DE TURISMO
2019;5;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;34;58;SERVICIOS DE TURISMO
2019;5;4;San Juan;San Juan;Otros destinos;Mendoza;1;8;15;SERVICIOS DE TURISMO
2019;6;4;Ezeiza;Buenos Aires;Capitán Montoya;Mendoza;1;1;15;SERVICIOS DE TURISMO
2019;6;4;Llavallol;Buenos Aires;San Rafael;Mendoza;1;40;62;SERVICIOS DE TURISMO
2019;6;4;Maipú;Mendoza;San Rafael;Mendoza;1;28;30;SERVICIOS DE TURISMO
2019;6;4;Otros destinos;San Juan;Mendoza;Mendoza;3;125;131;SERVICIOS DE TURISMO
2019;6;4;San Juan;San Juan;Mendoza;Mendoza;3;142;172;SERVICIOS DE TURISMO
2019;6;4;San Luis;San Luis;Mendoza;Mendoza;2;80;83;SERVICIOS DE TURISMO
2019;7;4;Córdoba;Córdoba;Godoy Cruz;Mendoza;1;56;56;SERVICIOS DE TURISMO
2019;7;4;Esquel;Chubut;Tunuyán;Mendoza;1;16;23;SERVICIOS DE TURISMO
2019;7;4;Luis Guillón;Buenos Aires;San Rafael;Mendoza;1;54;60;SERVICIOS DE TURISMO
2019;7;4;Otros destinos;San Juan;Mendoza;Mendoza;1;22;23;SERVICIOS DE TURISMO
2019;7;4;Otros destinos;San Juan;San Martín;Mendoza;1;43;45;SERVICIOS DE TURISMO
2019;7;4;Paraná;Entre Ríos;Mendoza;Mendoza;1;46;60;SERVICIOS DE TURISMO
2019;7;4;San Juan;San Juan;Mendoza;Mendoza;1;39;45;SERVICIOS DE TURISMO
2019;7;4;San Juan;San Juan;Otros destinos;Mendoza;1;34;45;SERVICIOS DE TURISMO
2019;7;4;San Luis;San Luis;San Martín;Mendoza;1;56;58;SERVICIOS DE TURISMO
2019;7;4;San Rafael;Mendoza;Las Leñas;Mendoza;1;61;62;SERVICIOS DE TURISMO
2019;8;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;9;19;SERVICIOS DE TURISMO
2019;8;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;60;62;SERVICIOS DE TURISMO
2019;8;4;Córdoba;Córdoba;Tunuyán;Mendoza;1;36;43;SERVICIOS DE TURISMO
2019;8;4;Esteban Echeverría;Buenos Aires;Mendoza;Mendoza;1;36;43;SERVICIOS DE TURISMO
2019;8;4;Mar del Plata;Buenos Aires;Mendoza;Mendoza;1;36;60;SERVICIOS DE TURISMO
2019;8;4;Neuquén;Neuquén;Malargüe;Mendoza;1;3;19;SERVICIOS DE TURISMO
2019;8;4;San Juan;San Juan;Mendoza;Mendoza;1;31;58;SERVICIOS DE TURISMO
2019;8;4;San Nicolás;Buenos Aires;San Rafael;Mendoza;1;52;60;SERVICIOS DE TURISMO
2019;8;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;18;56;SERVICIOS DE TURISMO
2019;8;4;Trenque Lauquen;Buenos Aires;San Rafael;Mendoza;1;26;60;SERVICIOS DE TURISMO
2019;8;4;Villa Bosch;Buenos Aires;San Rafael;Mendoza;1;19;19;SERVICIOS DE TURISMO
2019;9;4;Avellaneda;Buenos Aires;San Rafael;Mendoza;1;54;60;SERVICIOS DE TURISMO
2019;9;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;3;131;180;SERVICIOS DE TURISMO
2019;9;4;Neuquén;Neuquén;Malargüe;Mendoza;1;6;19;SERVICIOS DE TURISMO
2019;10;4;Bahía Blanca;Buenos Aires;San Rafael;Mendoza;1;54;60;SERVICIOS DE TURISMO
2019;10;4;Burzaco;Buenos Aires;San Rafael;Mendoza;1;57;60;SERVICIOS DE TURISMO
2019;10;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;2;105;124;SERVICIOS DE TURISMO
2019;10;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;42;62;SERVICIOS DE TURISMO
2019;10;4;Florencio Varela;Buenos Aires;San Rafael;Mendoza;1;56;60;SERVICIOS DE TURISMO
2019;10;4;Mercedes;Buenos Aires;Mendoza;Mendoza;1;48;58;SERVICIOS DE TURISMO
2019;10;4;Rincón de los Sauces;Neuquén;Mendoza;Mendoza;1;8;19;SERVICIOS DE TURISMO
2019;11;4;Carmen de Patagones;Buenos Aires;Rivadavia;Mendoza;1;18;32;SERVICIOS DE TURISMO
2019;11;4;Ciudadela;Buenos Aires;San Rafael;Mendoza;1;55;62;SERVICIOS DE TURISMO
2019;11;4;Córdoba;Córdoba;Mendoza;Mendoza;1;49;58;SERVICIOS DE TURISMO
2019;11;4;Malargüe;Mendoza;Mendoza;Mendoza;1;21;37;SERVICIOS DE TURISMO
2019;11;4;Mendoza;Mendoza;Malargüe;Mendoza;1;21;37;SERVICIOS DE TURISMO
2019;11;4;Otros destinos;San Juan;Mendoza;Mendoza;1;15;23;SERVICIOS DE TURISMO
2019;11;4;Plottier;Neuquén;Rivadavia;Mendoza;1;16;43;SERVICIOS DE TURISMO
2019;11;4;San Juan;San Juan;Mendoza;Mendoza;2;61;83;SERVICIOS DE TURISMO
2019;11;4;San Luis;San Luis;Palmira;Mendoza;1;10;19;SERVICIOS DE TURISMO
2019;12;4;Barda del Medio;Río Negro;Malargüe;Mendoza;1;5;15;SERVICIOS DE TURISMO
2019;12;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;41;58;SERVICIOS DE TURISMO
2019;12;4;Pergamino;Buenos Aires;San Rafael;Mendoza;1;27;58;SERVICIOS DE TURISMO
2019;12;4;San Isidro;Buenos Aires;Otros destinos;Mendoza;1;44;60;SERVICIOS DE TURISMO
2019;12;4;San Juan;San Juan;Mendoza;Mendoza;1;11;19;SERVICIOS DE TURISMO
2019;12;4;San Luis;San Luis;Palmira;Mendoza;1;10;19;SERVICIOS DE TURISMO
2019;12;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;32;56;SERVICIOS DE TURISMO
2019;12;4;Villa General San Martín - Campo Afuera;San Juan;Mendoza;Mendoza;1;14;19;SERVICIOS DE TURISMO
2019;12;4;Wilde;Buenos Aires;San Rafael;Mendoza;1;47;58;SERVICIOS DE TURISMO
2019;13;4;La Plata;Buenos Aires;San Rafael;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;13;4;Mar del Plata;Buenos Aires;San Rafael;Mendoza;1;56;58;SERVICIOS DE TURISMO
2019;13;4;Mendoza;Mendoza;San Rafael;Mendoza;2;112;113;SERVICIOS DE TURISMO
2019;13;4;Otros destinos;San Juan;Godoy Cruz;Mendoza;1;17;23;SERVICIOS DE TURISMO
2019;13;4;Otros destinos;San Juan;Las Heras;Mendoza;1;6;19;SERVICIOS DE TURISMO
2019;13;4;Rincón de los Sauces;Neuquén;Malargüe;Mendoza;1;4;15;SERVICIOS DE TURISMO
2019;13;4;Rosario;Santa Fe;Mendoza;Mendoza;1;49;60;SERVICIOS DE TURISMO
2019;13;4;San Juan;San Juan;Mendoza;Mendoza;4;223;232;SERVICIOS DE TURISMO
2019;13;4;San Luis;San Luis;Mendoza;Mendoza;2;113;118;SERVICIOS DE TURISMO
2019;13;4;San Rafael;Mendoza;Capitán Montoya;Mendoza;1;38;39;SERVICIOS DE TURISMO
2019;13;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;18;45;SERVICIOS DE TURISMO
2019;13;4;San Ramón de la Nueva Orán;Salta;San Carlos;Mendoza;1;21;58;SERVICIOS DE TURISMO
2019;14;4;Bahía Blanca;Buenos Aires;Mendoza;Mendoza;1;25;25;SERVICIOS DE TURISMO
2019;14;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;14;4;Ezeiza;Buenos Aires;San Rafael;Mendoza;1;55;55;SERVICIOS DE TURISMO
2019;14;4;Las Flores;Buenos Aires;San Rafael;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;14;4;Luis Guillón;Buenos Aires;San Rafael;Mendoza;1;57;60;SERVICIOS DE TURISMO
2019;14;4;Otros destinos;San Juan;Mendoza;Mendoza;1;40;45;SERVICIOS DE TURISMO
2019;14;4;Río Cuarto;Córdoba;Mendoza;Mendoza;1;57;60;SERVICIOS DE TURISMO
2019;14;4;San Juan;San Juan;Mendoza;Mendoza;7;280;319;SERVICIOS DE TURISMO
2019;14;4;San Juan;San Juan;Otros destinos;Mendoza;2;96;118;SERVICIOS DE TURISMO
2019;14;4;Villa San Martín;San Juan;San Martín;Mendoza;1;55;58;SERVICIOS DE TURISMO
2019;14;4;Villada;Santa Fe;San Rafael;Mendoza;1;53;62;SERVICIOS DE TURISMO
2019;15;4;Banfield;Buenos Aires;Mendoza;Mendoza;1;12;19;SERVICIOS DE TURISMO
2019;15;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;61;60;SERVICIOS DE TURISMO
2019;15;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;41;60;SERVICIOS DE TURISMO
2019;15;4;Ciudadela;Buenos Aires;San Rafael;Mendoza;1;40;60;SERVICIOS DE TURISMO
2019;15;4;La Quiaca;Jujuy;Mendoza;Mendoza;1;43;60;SERVICIOS DE TURISMO
2019;15;4;Otros destinos;San Juan;Capitán Montoya;Mendoza;1;41;49;SERVICIOS DE TURISMO
2019;15;4;Otros destinos;San Juan;Luján de Cuyo;Mendoza;1;19;19;SERVICIOS DE TURISMO
2019;15;4;Perico;Jujuy;Mendoza;Mendoza;1;34;60;SERVICIOS DE TURISMO
2019;15;4;Río Cuarto;Córdoba;Mendoza;Mendoza;1;59;58;SERVICIOS DE TURISMO
2019;15;4;Río Cuarto;Córdoba;Otros destinos;Mendoza;1;58;58;SERVICIOS DE TURISMO
2019;16;4;Córdoba;Córdoba;Mendoza;Mendoza;2;85;86;SERVICIOS DE TURISMO
2019;16;4;La Quiaca;Jujuy;Mendoza;Mendoza;1;38;60;SERVICIOS DE TURISMO
2019;16;4;San Luis;San Luis;Mendoza;Mendoza;1;22;58;SERVICIOS DE TURISMO
2019;16;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;18;45;SERVICIOS DE TURISMO
2019;17;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;48;56;SERVICIOS DE TURISMO
2019;17;4;Rincón de los Sauces;Neuquén;Mendoza;Mendoza;1;7;19;SERVICIOS DE TURISMO
2019;17;4;San Juan;San Juan;Mendoza;Mendoza;1;15;19;SERVICIOS DE TURISMO
2019;17;4;San Ramón de la Nueva Orán;Salta;San Carlos;Mendoza;1;16;58;SERVICIOS DE TURISMO
2019;17;4;Trelew;Chubut;Mendoza;Mendoza;1;46;60;SERVICIOS DE TURISMO
2019;18;4;Catriel;Río Negro;Mendoza;Mendoza;1;6;9;SERVICIOS DE TURISMO
2019;18;4;Cipolletti;Río Negro;Malargüe;Mendoza;1;4;9;SERVICIOS DE TURISMO
2019;18;4;Cipolletti;Río Negro;Mendoza;Mendoza;1;4;9;SERVICIOS DE TURISMO
2019;18;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;57;62;SERVICIOS DE TURISMO
2019;18;4;Guaymallén;Mendoza;Malargüe;Mendoza;1;22;37;SERVICIOS DE TURISMO
2019;18;4;La Plata;Buenos Aires;San Rafael;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;18;4;Llavallol;Buenos Aires;San Rafael;Mendoza;1;43;60;SERVICIOS DE TURISMO
2019;18;4;Malargüe;Mendoza;Guaymallén;Mendoza;1;22;37;SERVICIOS DE TURISMO
2019;18;4;Neuquén;Neuquén;Malargüe;Mendoza;1;5;9;SERVICIOS DE TURISMO
2019;18;4;Neuquén;Neuquén;Mendoza;Mendoza;2;6;18;SERVICIOS DE TURISMO
2019;18;4;Otros destinos;San Juan;Las Heras;Mendoza;1;7;19;SERVICIOS DE TURISMO
2019;18;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;18;56;SERVICIOS DE TURISMO
2019;18;4;Villa General San Martín - Campo Afuera;San Juan;Mendoza;Mendoza;1;14;19;SERVICIOS DE TURISMO
2019;19;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;19;4;Ciudadela;Buenos Aires;San Rafael;Mendoza;1;56;62;SERVICIOS DE TURISMO
2019;19;4;Gualeguaychú;Entre Ríos;Mendoza;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;19;4;Mar del Plata;Buenos Aires;Otros destinos;Mendoza;1;49;58;SERVICIOS DE TURISMO
2019;19;4;Otros destinos;San Juan;Mendoza;Mendoza;2;30;46;SERVICIOS DE TURISMO
2019;19;4;Otros destinos;San Luis;Capitán Montoya;Mendoza;1;32;62;SERVICIOS DE TURISMO
2019;19;4;Paraná;Entre Ríos;Mendoza;Mendoza;1;28;58;SERVICIOS DE TURISMO
2019;19;4;Roque Pérez;Buenos Aires;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;19;4;San Francisco;Córdoba;Mendoza;Mendoza;1;42;60;SERVICIOS DE TURISMO
2019;19;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;1;18;56;SERVICIOS DE TURISMO
2019;19;4;Trenel;La Pampa;San Rafael;Mendoza;1;19;19;SERVICIOS DE TURISMO
2019;20;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Malargüe;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;20;4;Ezeiza;Buenos Aires;Mendoza;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;20;4;Lomas del Mirador;Buenos Aires;San Rafael;Mendoza;1;56;60;SERVICIOS DE TURISMO
2019;20;4;Otros destinos;La Pampa;Mendoza;Mendoza;1;10;15;SERVICIOS DE TURISMO
2019;20;4;Paraná;Entre Ríos;Mendoza;Mendoza;1;5;42;SERVICIOS DE TURISMO
2019;20;4;Rafaela;Santa Fe;Mendoza;Mendoza;1;29;40;SERVICIOS DE TURISMO
2019;20;4;San Luis;San Luis;Otros destinos;Mendoza;1;61;60;SERVICIOS DE TURISMO
2019;20;4;San Rafael;Mendoza;Malargüe;Mendoza;1;61;62;SERVICIOS DE TURISMO
2019;21;4;9 de Julio;Buenos Aires;San Rafael;Mendoza;1;53;62;SERVICIOS DE TURISMO
2019;21;4;Avellaneda;Buenos Aires;San Rafael;Mendoza;1;59;60;SERVICIOS DE TURISMO
2019;21;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;4;174;197;SERVICIOS DE TURISMO
2019;21;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;5;245;259;SERVICIOS DE TURISMO
2019;21;4;Ciudadela;Buenos Aires;San Rafael;Mendoza;1;55;62;SERVICIOS DE TURISMO
2019;21;4;Córdoba;Córdoba;Potrerillos;Mendoza;1;44;43;SERVICIOS DE TURISMO
2019;21;4;Eduardo Castex;La Pampa;Guaymallén;Mendoza;1;20;23;SERVICIOS DE TURISMO
2019;21;4;Florencio Varela;Buenos Aires;San Rafael;Mendoza;1;55;60;SERVICIOS DE TURISMO
2019;21;4;Ituzaingó;Buenos Aires;Mendoza;Mendoza;1;62;62;SERVICIOS DE TURISMO
2019;21;4;La Falda;Córdoba;San Rafael;Mendoza;1;42;43;SERVICIOS DE TURISMO
2019;21;4;La Plata;Buenos Aires;Mendoza;Mendoza;1;61;60;SERVICIOS DE TURISMO
2019;21;4;La Plata;Buenos Aires;San Rafael;Mendoza;2;121;120;SERVICIOS DE TURISMO
2019;21;4;Lobos;Buenos Aires;Mendoza;Mendoza;1;47;58;SERVICIOS DE TURISMO
2019;21;4;Mar del Plata;Buenos Aires;San Rafael;Mendoza;2;93;103;SERVICIOS DE TURISMO
2019;21;4;Merlo;Buenos Aires;Mendoza;Mendoza;1;30;60;SERVICIOS DE TURISMO
2019;21;4;Moreno;Buenos Aires;San Rafael;Mendoza;1;41;58;SERVICIOS DE TURISMO
2019;21;4;Paraná;Entre Ríos;San Rafael;Mendoza;1;57;60;SERVICIOS DE TURISMO
2019;21;4;Pergamino;Buenos Aires;San Rafael;Mendoza;1;59;60;SERVICIOS DE TURISMO
2019;21;4;Rosario;Santa Fe;Mendoza;Mendoza;4;194;199;SERVICIOS DE TURISMO
2019;21;4;Rosario;Santa Fe;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;21;4;Salto;Buenos Aires;Mendoza;Mendoza;1;22;23;SERVICIOS DE TURISMO
2019;21;4;San Juan;San Juan;Mendoza;Mendoza;1;58;49;SERVICIOS DE TURISMO
2019;21;4;San Justo;Buenos Aires;San Rafael;Mendoza;1;28;43;SERVICIOS DE TURISMO
2019;21;4;San Luis;San Luis;Maipú;Mendoza;1;19;19;SERVICIOS DE TURISMO
2019;21;4;Santa Fe;Santa Fe;Mendoza;Mendoza;1;56;60;SERVICIOS DE TURISMO
2019;21;4;Villa Mercedes;San Luis;Otros destinos;Mendoza;1;54;58;SERVICIOS DE TURISMO
2019;22;4;Centenario;Neuquén;Mendoza;Mendoza;1;64;62;SERVICIOS DE TURISMO
2019;22;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;2;87;103;SERVICIOS DE TURISMO
2019;22;4;Concordia;Entre Ríos;Mendoza;Mendoza;1;40;62;SERVICIOS DE TURISMO
2019;22;4;Crespo;Entre Ríos;Mendoza;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;22;4;Córdoba;Córdoba;Mendoza;Mendoza;2;85;116;SERVICIOS DE TURISMO
2019;22;4;Federal;Entre Ríos;Mendoza;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;22;4;Firmat;Santa Fe;San Rafael;Mendoza;1;35;62;SERVICIOS DE TURISMO
2019;22;4;Frías;Santiago del Estero;Mendoza;Mendoza;1;36;60;SERVICIOS DE TURISMO
2019;22;4;General La Madrid;Buenos Aires;Las Heras;Mendoza;1;19;19;SERVICIOS DE TURISMO
2019;22;4;La Plata;Buenos Aires;Mendoza;Mendoza;1;31;43;SERVICIOS DE TURISMO
2019;22;4;La Plata;Buenos Aires;San Rafael;Mendoza;1;54;58;SERVICIOS DE TURISMO
2019;22;4;La Quiaca;Jujuy;Mendoza;Mendoza;2;83;116;SERVICIOS DE TURISMO
2019;22;4;Llavallol;Buenos Aires;San Rafael;Mendoza;1;53;58;SERVICIOS DE TURISMO
2019;22;4;Lobos;Buenos Aires;San Rafael;Mendoza;1;56;58;SERVICIOS DE TURISMO
2019;22;4;Luis Guillón;Buenos Aires;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;22;4;Paraná;Entre Ríos;Mendoza;Mendoza;2;108;116;SERVICIOS DE TURISMO
2019;22;4;Paraná;Entre Ríos;San Rafael;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;22;4;Perico;Jujuy;Mendoza;Mendoza;1;18;60;SERVICIOS DE TURISMO
2019;22;4;San Miguel de Tucumán;Tucumán;Mendoza;Mendoza;2;97;120;SERVICIOS DE TURISMO
2019;22;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;3;39;172;SERVICIOS DE TURISMO
2019;22;4;San Salvador de Jujuy;Jujuy;Mendoza;Mendoza;2;64;118;SERVICIOS DE TURISMO
2019;22;4;Urdinarrain;Entre Ríos;Mendoza;Mendoza;1;43;42;SERVICIOS DE TURISMO
2019;22;4;Vallecito;San Juan;Otros destinos;Mendoza;1;20;19;SERVICIOS DE TURISMO
2019;22;4;Villaguay;Entre Ríos;Mendoza;Mendoza;1;58;62;SERVICIOS DE TURISMO
2019;23;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;15;31;SERVICIOS DE TURISMO
2019;23;4;Formosa;Formosa;Las Heras;Mendoza;1;31;39;SERVICIOS DE TURISMO
2019;23;4;La Plata;Buenos Aires;Mendoza;Mendoza;1;60;62;SERVICIOS DE TURISMO
2019;23;4;La Plata;Buenos Aires;San Rafael;Mendoza;1;60;62;SERVICIOS DE TURISMO
2019;23;4;Lomas del Mirador;Buenos Aires;San Rafael;Mendoza;1;56;60;SERVICIOS DE TURISMO
2019;23;4;Mar del Plata;Buenos Aires;San Rafael;Mendoza;1;34;43;SERVICIOS DE TURISMO
2019;23;4;Merlo;San Luis;Desaguadero;Mendoza;1;61;60;SERVICIOS DE TURISMO
2019;23;4;Puerto Madryn;Chubut;Mendoza;Mendoza;1;56;60;SERVICIOS DE TURISMO
2019;23;4;Rosario;Santa Fe;Mendoza;Mendoza;1;32;60;SERVICIOS DE TURISMO
2019;24;4;San Rafael;Mendoza;Otros destinos;Mendoza;1;33;43;SERVICIOS DE TURISMO
2019;25;4;Barda del Medio;Río Negro;Mendoza;Mendoza;1;6;9;SERVICIOS DE TURISMO
2019;25;4;Catriel;Río Negro;Mendoza;Mendoza;1;4;9;SERVICIOS DE TURISMO
2019;25;4;Cinco Saltos;Río Negro;Malargüe;Mendoza;1;5;9;SERVICIOS DE TURISMO
2019;25;4;Cipolletti;Río Negro;Mendoza;Mendoza;1;6;9;SERVICIOS DE TURISMO
2019;25;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;57;60;SERVICIOS DE TURISMO
2019;25;4;Guaymallén;Mendoza;Malargüe;Mendoza;1;22;37;SERVICIOS DE TURISMO
2019;25;4;Macachín;La Pampa;Otros destinos;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;25;4;Neuquén;Neuquén;Malargüe;Mendoza;1;5;9;SERVICIOS DE TURISMO
2019;25;4;Otros destinos;San Juan;Godoy Cruz;Mendoza;1;19;19;SERVICIOS DE TURISMO
2019;25;4;Plottier;Neuquén;Mendoza;Mendoza;1;2;9;SERVICIOS DE TURISMO
2019;25;4;Santa Rosa;La Pampa;Otros destinos;Mendoza;1;59;60;SERVICIOS DE TURISMO
2019;26;4;Catriel;Río Negro;Otros destinos;Mendoza;1;18;19;SERVICIOS DE TURISMO
2019;26;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;43;58;SERVICIOS DE TURISMO
2019;26;4;Florencio Varela;Buenos Aires;San Rafael;Mendoza;1;57;60;SERVICIOS DE TURISMO
2019;26;4;General Villegas;Buenos Aires;San Rafael;Mendoza;1;46;58;SERVICIOS DE TURISMO
2019;26;4;La Plata;Buenos Aires;San Rafael;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;26;4;La Quiaca;Jujuy;Mendoza;Mendoza;2;56;116;SERVICIOS DE TURISMO
2019;26;4;Malargüe;Mendoza;Guaymallén;Mendoza;1;22;37;SERVICIOS DE TURISMO
2019;26;4;Neuquén;Neuquén;Malargüe;Mendoza;1;9;19;SERVICIOS DE TURISMO
2019;26;4;Neuquén;Neuquén;Mendoza;Mendoza;1;6;9;SERVICIOS DE TURISMO
2019;26;4;Otros destinos;San Juan;Las Heras;Mendoza;1;8;19;SERVICIOS DE TURISMO
2019;26;4;Plottier;Neuquén;Mendoza;Mendoza;1;3;9;SERVICIOS DE TURISMO
2019;26;4;San Juan;San Juan;Mendoza;Mendoza;1;49;60;SERVICIOS DE TURISMO
2019;26;4;San Ramón de la Nueva Orán;Salta;Mendoza;Mendoza;2;39;93;SERVICIOS DE TURISMO
2019;26;4;Villa General San Martín - Campo Afuera;San Juan;Mendoza;Mendoza;1;14;19;SERVICIOS DE TURISMO
2019;27;4;Bernasconi;La Pampa;San Rafael;Mendoza;1;58;60;SERVICIOS DE TURISMO
2019;27;4;Catriel;Río Negro;Otros destinos;Mendoza;1;5;19;SERVICIOS DE TURISMO
2019;27;4;Chimbas;San Juan;Otros destinos;Mendoza;1;61;62;SERVICIOS DE TURISMO
2019;27;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Potrerillos;Mendoza;2;73;92;SERVICIOS DE TURISMO
2019;27;4;Concepción;Tucumán;Tunuyán;Mendoza;1;29;62;SERVICIOS DE TURISMO
2019;27;4;Córdoba;Córdoba;Mendoza;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;27;4;Guatraché;La Pampa;San Rafael;Mendoza;1;43;43;SERVICIOS DE TURISMO
2019;27;4;La Plata;Buenos Aires;San Rafael;Mendoza;2;89;120;SERVICIOS DE TURISMO
2019;27;4;Macachín;La Pampa;San Rafael;Mendoza;1;59;60;SERVICIOS DE TURISMO
2019;27;4;Mar del Plata;Buenos Aires;San Rafael;Mendoza;1;54;58;SERVICIOS DE TURISMO
2019;27;4;Mendoza;Mendoza;San Rafael;Mendoza;4;214;223;SERVICIOS DE TURISMO
2019;27;4;Neuquén;Neuquén;Mendoza;Mendoza;1;6;9;SERVICIOS DE TURISMO
2019;27;4;Otros destinos;San Juan;Capitán Montoya;Mendoza;5;245;255;SERVICIOS DE TURISMO
2019;27;4;Paraná;Entre Ríos;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;27;4;Plottier;Neuquén;Mendoza;Mendoza;1;1;9;SERVICIOS DE TURISMO
2019;27;4;San Juan;San Juan;Mendoza;Mendoza;4;178;199;SERVICIOS DE TURISMO
2019;27;4;San Juan;San Juan;Otros destinos;Mendoza;1;53;58;SERVICIOS DE TURISMO
2019;27;4;San Juan;San Juan;San Martín;Mendoza;1;10;14;SERVICIOS DE TURISMO
2019;27;4;San Luis;San Luis;Mendoza;Mendoza;2;114;118;SERVICIOS DE TURISMO
2019;27;4;San Luis;San Luis;Otros destinos;Mendoza;1;50;58;SERVICIOS DE TURISMO
2019;27;4;San Ramón de la Nueva Orán;Salta;San Carlos;Mendoza;1;35;58;SERVICIOS DE TURISMO
2019;27;4;Santa Rosa;La Pampa;San Rafael;Mendoza;1;60;60;SERVICIOS DE TURISMO
2019;27;4;Villa Media Agua;San Juan;Capitán Montoya;Mendoza;1;19;19;SERVICIOS DE TURISMO
2019;27;4;Villa San Martín;San Juan;Capitán Montoya;Mendoza;1;16;19;SERVICIOS DE TURISMO
2019;28;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;Mendoza;Mendoza;1;62;62;SERVICIOS DE TURISMO
2019;28;4;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires;San Rafael;Mendoza;1;47;60;SERVICIOS DE TURISMO
2019;28;4;Concordia;Entre Ríos;Uspallata;Mendoza;1;46;60;SERVICIOS DE TURISMO
2019;28;4;Florencio Varela;Buenos Aires;Mendoza;Mendoza;1;35;60;SERVICIOS DE TURISMO
2019;28;4;Merlo;Buenos Aires;Mendoza;Mendoza;1;31;54;SERVICIOS DE TURISMO
2019;28;4;Neuquén;Neuquén;Otros destinos;Mendoza;1;6;19;SERVICIOS DE TURISMO
