Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen provincia,Vuelos,Pasajeros,Asientos
2025,Marzo,Aerolíneas Argentinas,El Tehuelche,Aeroparque Jorge Newbery,Chubut,22,2879,3101
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeroparque Jorge Newbery,Santa Cruz,126,19460,21682
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Ministro Pistarini,Santa Cruz,65,10139,11737
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,66,8802,11194
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Tte. Luis Candelaria,Santa Cruz,27,3570,4534
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Gdor. Ramon Trejo Noel,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",51,5911,8555
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",122,18259,20941
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Ministro Pistarini,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",92,14039,17307
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Almirante Zar,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,494,1210
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Comte. Armando Tola,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",64,8531,11013
2025,Marzo,Aerolíneas Argentinas,Comandante Espora,Aeroparque Jorge Newbery,Buenos Aires,93,8401,9815
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. de Rosario Islas Malvinas,Buenos Aires,3,267,288
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeroparque Jorge Newbery,Buenos Aires,117,12928,14883
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,15,1216,1433
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeroparque Jorge Newbery,Neuquén,168,21451,24794
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ingeniero Ambrosio Taravella,Neuquén,26,2884,3623
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeroparque Jorge Newbery,Río Negro,233,35035,39422
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,53,8017,8991
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Comte. Armando Tola,Río Negro,27,3273,4630
2025,Marzo,Aerolíneas Argentinas,Aviador C. Campos,Aeroparque Jorge Newbery,Neuquén,60,8239,9949
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Ingeniero Ambrosio Taravella,Ciudad Autónoma de Buenos Aires,99,15465,18617
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,78,11864,14598
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Vcom. Angel De La Paz Aragonés,Ciudad Autónoma de Buenos Aires,26,4323,4820
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Ciudad Autónoma de Buenos Aires,45,7393,8411
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Domingo Faustino Sarmiento,Ciudad Autónoma de Buenos Aires,21,2730,3875
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Ciudad Autónoma de Buenos Aires,40,6361,7560
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Ciudad Autónoma de Buenos Aires,54,8878,10098
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Libertador Gral. D. José De San Martín,Ciudad Autónoma de Buenos Aires,38,6290,7164
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Gdor. Horacio Guzmán,Ciudad Autónoma de Buenos Aires,31,4950,5859
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Luis Candelaria,Ciudad Autónoma de Buenos Aires,14,2145,2597
2025,Marzo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeroparque Jorge Newbery,Córdoba,88,14066,16632
2025,Marzo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,9,1249,1701
2025,Marzo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Luis Candelaria,Córdoba,23,3052,4347
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,29,3897,5342
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Buenos Aires,81,13233,14711
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Martín Miguel de Güemes,Buenos Aires,57,8845,10431
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gdor. Horacio Guzmán,Buenos Aires,37,5920,6899
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gral. Enrique Mosconi,Buenos Aires,31,4235,5652
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Comte. Armando Tola,Buenos Aires,30,4165,5558
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Piloto Civil Norberto Fernández,Buenos Aires,27,2668,4838
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Malvinas Argentinas,Buenos Aires,40,5684,7331
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,89,11546,16259
2025,Marzo,Flybondi,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeroparque Jorge Newbery,Mendoza,75,11575,13986
2025,Marzo,Flybondi,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ministro Pistarini,Mendoza,30,4599,5486
2025,Marzo,Flybondi,Vcom. Angel De La Paz Aragonés,Aeroparque Jorge Newbery,Santiago del Estero,27,4415,5009
2025,Marzo,Flybondi,Aeropuerto Domingo Faustino Sarmiento,Aeropuerto Int. Ministro Pistarini,San Juan,9,1131,1607
2025,Marzo,Flybondi,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Aeroparque Jorge Newbery,Corrientes,30,4686,5576
2025,Marzo,Flybondi,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeroparque Jorge Newbery,Misiones,41,6516,7668
2025,Marzo,Flybondi,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ministro Pistarini,Misiones,96,15334,17595
2025,Marzo,Flybondi,Libertador Gral. D. José De San Martín,Aeroparque Jorge Newbery,Misiones,40,6704,7551
2025,Marzo,Flybondi,Aeropuerto Int. Martín Miguel de Güemes,Aeroparque Jorge Newbery,Salta,24,3963,4410
2025,Marzo,Flybondi,Aeropuerto Int. Gdor. Horacio Guzmán,Aeroparque Jorge Newbery,Jujuy,33,5797,6143
2025,Marzo,Flybondi,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Ministro Pistarini,Chubut,25,3446,4446
2025,Marzo,Flybondi,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Ministro Pistarini,Santa Cruz,15,2372,2732
2025,Marzo,Flybondi,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Int. Ministro Pistarini,Santa Cruz,25,2514,4568
2025,Marzo,Flybondi,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Ministro Pistarini,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",33,4765,5999
2025,Marzo,Flybondi,Aeropuerto Int. Presidente Perón,Aeroparque Jorge Newbery,Neuquén,52,8218,9734
2025,Marzo,Flybondi,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ministro Pistarini,Neuquén,9,1393,1607
2025,Marzo,Flybondi,Aeropuerto Int. Tte. Luis Candelaria,Aeroparque Jorge Newbery,Río Negro,18,2975,3299
2025,Marzo,Flybondi,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ingeniero Ambrosio Taravella,Río Negro,25,3786,4631
2025,Marzo,Flybondi,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,85,13225,15458
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Ingeniero Ambrosio Taravella,Ciudad Autónoma de Buenos Aires,96,17225,19518
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,125,21201,25653
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Ciudad Autónoma de Buenos Aires,36,6192,6912
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Ciudad Autónoma de Buenos Aires,106,18634,20850
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,59,10976,12108
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Comte. Armando Tola,Ciudad Autónoma de Buenos Aires,10,1396,1860
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Presidente Perón,Ciudad Autónoma de Buenos Aires,69,11607,12768
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Luis Candelaria,Ciudad Autónoma de Buenos Aires,89,15334,19242
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aviador C. Campos,Ciudad Autónoma de Buenos Aires,31,4369,5766
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeroparque Jorge Newbery,Córdoba,93,16931,19053
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,4,689,771
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Buenos Aires,32,5341,6075
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,47,7008,10065
2025,Marzo,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeroparque Jorge Newbery,Mendoza,123,21456,25377
2025,Marzo,JetSMART Airlines,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Martín Miguel de Güemes,Mendoza,17,1861,3162
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeroparque Jorge Newbery,Tucumán,28,4750,5316
2025,Marzo,JetSMART Airlines,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeroparque Jorge Newbery,Misiones,101,16982,19881
2025,Marzo,JetSMART Airlines,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ministro Pistarini,Misiones,36,5703,6858
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Martín Miguel de Güemes,Aeroparque Jorge Newbery,Salta,57,10893,11535
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Salta,17,2067,3162
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Presidente Perón,Salta,21,3401,3906
2025,Marzo,JetSMART Airlines,Aeropuerto Comte. Armando Tola,Aeroparque Jorge Newbery,Santa Cruz,27,4256,4929
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Presidente Perón,Aeroparque Jorge Newbery,Neuquén,72,12138,13326
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Martín Miguel de Güemes,Neuquén,22,3061,3999
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Tte. Luis Candelaria,Aeroparque Jorge Newbery,Río Negro,86,16640,18723
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,51,9114,10743
2025,Marzo,JetSMART Airlines,Aviador C. Campos,Aeroparque Jorge Newbery,Neuquén,29,4694,5301
2025,Marzo,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,3,155,567
2025,Marzo,Aerolíneas Argentinas,Gral. Urquiza,Aeroparque Jorge Newbery,Entre Ríos,22,1809,2112
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Santa Fe,1,59,96
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Gral. Urquiza,Ciudad Autónoma de Buenos Aires,22,1740,2064
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Valle del Conlara,Ciudad Autónoma de Buenos Aires,5,367,453
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Gobernador Castello,Ciudad Autónoma de Buenos Aires,16,1234,1488
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Santa Rosa,Ciudad Autónoma de Buenos Aires,22,1853,2112
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Córdoba,28,2967,3760
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Gdor. Horacio Guzmán,Córdoba,14,1002,1344
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Malvinas Argentinas,Córdoba,9,1303,1540
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Astor Piazolla,Córdoba,3,240,288
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Luis Candelaria,Córdoba,18,2273,3010
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Comandante Espora,Buenos Aires,6,411,613
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Astor Piazolla,Mendoza,9,705,816
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Tte. Luis Candelaria,Mendoza,10,1283,1593
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Termas de Río Hondo,Aeroparque Jorge Newbery,Santiago del Estero,15,1305,1799
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Valle del Conlara,Aeroparque Jorge Newbery,San Luis,5,366,453
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ingeniero Ambrosio Taravella,Misiones,28,2982,4159
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Misiones,6,526,602
2025,Marzo,Aerolíneas Argentinas,Libertador Gral. D. José De San Martín,Aeropuerto Int. Ministro Pistarini,Misiones,8,665,842
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Ingeniero Ambrosio Taravella,Jujuy,16,1252,1536
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Ministro Pistarini,Chubut,14,1075,1380
2025,Marzo,Aerolíneas Argentinas,Almirante Zar,Aeropuerto Comte. Armando Tola,Chubut,5,443,827
2025,Marzo,Aerolíneas Argentinas,Gobernador Castello,Aeroparque Jorge Newbery,Río Negro,16,1380,1536
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Almirante Zar,Santa Cruz,7,570,1110
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeroparque Jorge Newbery,Santa Cruz,41,5563,6943
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,1229,1455
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,4,349,384
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,9,797,864
2025,Marzo,Aerolíneas Argentinas,Santa Rosa,Aeroparque Jorge Newbery,La Pampa,22,1841,2064
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. de Rosario Islas Malvinas,Río Negro,13,1677,2210
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ingeniero Ambrosio Taravella,Río Negro,16,2347,2749
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Río Negro,10,1436,1625
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,11,1826,2052
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,El Tehuelche,Ciudad Autónoma de Buenos Aires,18,2785,3308
2025,Marzo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Martín Miguel de Güemes,Córdoba,13,1883,2457
2025,Marzo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Presidente Perón,Córdoba,18,2832,3402
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Vcom. Angel De La Paz Aragonés,Buenos Aires,5,782,945
2025,Marzo,Flybondi,Vcom. Angel De La Paz Aragonés,Aeropuerto Int. Ministro Pistarini,Santiago del Estero,5,868,945
2025,Marzo,Flybondi,Aeropuerto Domingo Faustino Sarmiento,Aeroparque Jorge Newbery,San Juan,16,2125,3024
2025,Marzo,Flybondi,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Aeropuerto Int. Ministro Pistarini,Corrientes,12,1852,2174
2025,Marzo,Flybondi,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ingeniero Ambrosio Taravella,Salta,13,2072,2457
2025,Marzo,Flybondi,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ministro Pistarini,Salta,46,7638,8253
2025,Marzo,Flybondi,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Ministro Pistarini,Jujuy,35,6091,6615
2025,Marzo,Flybondi,El Tehuelche,Aeropuerto Int. Ministro Pistarini,Chubut,2,234,284
2025,Marzo,Flybondi,Aeropuerto Comte. Armando Tola,Aeroparque Jorge Newbery,Santa Cruz,16,2660,3015
2025,Marzo,Flybondi,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,17,1637,3204
2025,Marzo,Flybondi,Aeropuerto Int. Malvinas Argentinas,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",9,1478,1701
2025,Marzo,Flybondi,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Comte. Armando Tola,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",18,1919,3299
2025,Marzo,Flybondi,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ingeniero Ambrosio Taravella,Neuquén,18,2941,3308
2025,Marzo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Gral. Enrique Mosconi,Ciudad Autónoma de Buenos Aires,22,3144,4053
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Comte. Armando Tola,Buenos Aires,17,2099,3162
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Int. Ministro Pistarini,Tucumán,13,2156,2526
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Gral. Enrique Mosconi,Aeroparque Jorge Newbery,Chubut,22,3139,4146
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Malvinas Argentinas,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",21,3313,3906
2025,Marzo,LADE - Líneas Aéreas Del Estado,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Piloto Civil Norberto Fernández,Santa Cruz,6,17,204
2025,Marzo,LADE - Líneas Aéreas Del Estado,Aeropuerto Gdor. Ramon Trejo Noel,Aeropuerto Int. Piloto Civil Norberto Fernández,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",5,23,82
2025,Marzo,LADE - Líneas Aéreas Del Estado,Aeropuerto Gdor. Ramon Trejo Noel,Aeropuerto Int. Malvinas Argentinas,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",8,25,122
2025,Marzo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Gdor. Ramon Trejo Noel,Santa Cruz,9,51,148
2025,Marzo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,11,205,403
2025,Marzo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",1,26,37
2025,Marzo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Gdor. Ramon Trejo Noel,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",7,34,128
2025,Marzo,Andes Líneas Aéreas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,3,165,567
2025,Marzo,Andes Líneas Aéreas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ingeniero Ambrosio Taravella,Misiones,2,299,378
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Tte. Luis Candelaria,Santa Fe,13,1347,2055
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Comte. Armando Tola,Córdoba,9,1171,1550
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Libertador Gral. D. José De San Martín,Buenos Aires,2,195,266
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Presidente Perón,Mendoza,21,1765,2550
2025,Marzo,Aerolíneas Argentinas,Vcom. Angel De La Paz Aragonés,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Santiago del Estero,1,83,85
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ministro Pistarini,Salta,27,2778,3278
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Presidente Perón,Chubut,20,1435,2364
2025,Marzo,Aerolíneas Argentinas,Almirante Zar,Aeropuerto Int. Ministro Pistarini,Chubut,2,298,350
2025,Marzo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,El Tehuelche,Ciudad Autónoma de Buenos Aires,26,3249,3701
2025,Marzo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Presidente Perón,Ciudad Autónoma de Buenos Aires,60,9212,11340
2025,Marzo,Flybondi,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeroparque Jorge Newbery,Tucumán,35,5826,6615
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Ingeniero Ambrosio Taravella,Santa Cruz,9,1301,1540
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeropuerto Int. Ministro Pistarini,Santa Cruz,3,328,425
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ministro Pistarini,Neuquén,8,914,1072
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Neuquén,21,1599,2412
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Gral. Enrique Mosconi,Neuquén,21,1605,2550
2025,Marzo,Aerolíneas Argentinas,Aviador C. Campos,Aeropuerto Int. Ministro Pistarini,Neuquén,6,755,954
2025,Marzo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,2,313,378
2025,Marzo,Flybondi,El Tehuelche,Aeroparque Jorge Newbery,Chubut,16,2788,3024
2025,Marzo,JetSMART Airlines,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ministro Pistarini,Salta,6,988,1224
2025,Marzo,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,5,576,945
2025,Marzo,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,4,711,756
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Int. de Rosario Islas Malvinas,Tucumán,1,59,96
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Gdor. Ramon Trejo Noel,Buenos Aires,4,530,643
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Gdor. Horacio Guzmán,Misiones,7,420,624
2025,Marzo,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Jujuy,5,369,480
2025,Marzo,Aerolíneas Argentinas,Comandante Espora,Aeropuerto Int. Ministro Pistarini,Buenos Aires,7,475,624
