Año,Mes,Empresa agrupada,Origen aeropuerto,Destino aeropuerto,Origen provincia,Vuelos,Pasajeros,Asientos
2025,Abril,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Piloto Civil Norberto Fernández,Chubut,1,10,65
2025,Abril,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Tte. Luis Candelaria,Neuquén,1,75,85
2025,Abril,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,1,149,240
2025,Abril,JetSMART Airlines,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Comte. Armando Tola,Río Negro,1,179,186
2025,Abril,JetSMART Airlines,Aeroparque Jorge Newbery,Almirante Zar,Ciudad Autónoma de Buenos Aires,1,175,186
2025,Abril,JetSMART Airlines,Almirante Zar,Aeroparque Jorge Newbery,Chubut,1,180,186
2025,Mayo,LADE - Líneas Aéreas Del Estado,Aeropuerto Gdor. Ramon Trejo Noel,Aeropuerto Int. Malvinas Argentinas,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",10,39,200
2025,Mayo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",11,68,297
2025,Mayo,LADE - Líneas Aéreas Del Estado,Comandante Espora,Aeroparque Jorge Newbery,Buenos Aires,1,13,22
2025,Mayo,LADE - Líneas Aéreas Del Estado,Comandante Espora,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,4,109,184
2025,Mayo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Astor Piazolla,Aeroparque Jorge Newbery,Buenos Aires,3,46,148
2025,Mayo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Astor Piazolla,Comandante Espora,Buenos Aires,5,58,209
2025,Mayo,LADE - Líneas Aéreas Del Estado,Aeropuerto Int. Tte. Luis Candelaria,Comandante Espora,Río Negro,4,101,162
2025,Mayo,Andes Líneas Aéreas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,6,944,1134
2025,Mayo,Andes Líneas Aéreas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,4,584,662
2025,Mayo,Aerolíneas Argentinas,Gral. Urquiza,Aeroparque Jorge Newbery,Entre Ríos,23,1889,2160
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeroparque Jorge Newbery,Santa Fe,70,6903,8275
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. Ministro Pistarini,Santa Fe,15,1134,1810
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Rosario Islas Malvinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Santa Fe,9,1135,1424
2025,Mayo,Aerolíneas Argentinas,Aeropuerto de Sauce Viejo,Aeroparque Jorge Newbery,Santa Fe,45,3746,4272
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Gral. Urquiza,Ciudad Autónoma de Buenos Aires,23,1867,2208
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Rosario Islas Malvinas,Ciudad Autónoma de Buenos Aires,76,7306,9232
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto de Sauce Viejo,Ciudad Autónoma de Buenos Aires,44,3596,4261
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Ingeniero Ambrosio Taravella,Ciudad Autónoma de Buenos Aires,243,29348,32991
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,215,24345,28522
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,S.a. Santiago Germano,Ciudad Autónoma de Buenos Aires,18,1458,1728
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Coronel Felipe Varela,Ciudad Autónoma de Buenos Aires,43,3175,4245
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Vcom. Angel De La Paz Aragonés,Ciudad Autónoma de Buenos Aires,52,5255,6008
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Termas de Río Hondo,Ciudad Autónoma de Buenos Aires,9,653,864
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Cap. Vicente Almandos Amonacid,Ciudad Autónoma de Buenos Aires,45,3308,4484
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Ciudad Autónoma de Buenos Aires,128,14676,16271
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Domingo Faustino Sarmiento,Ciudad Autónoma de Buenos Aires,58,5618,6244
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Área De Material,Ciudad Autónoma de Buenos Aires,14,975,1296
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Valle del Conlara,Ciudad Autónoma de Buenos Aires,9,624,816
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Brig. Mayor D. César Raul Ojeda,Ciudad Autónoma de Buenos Aires,30,2495,2864
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Ciudad Autónoma de Buenos Aires,36,3170,3711
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Resistencia/José de San Martín,Ciudad Autónoma de Buenos Aires,88,7724,8833
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Formosa/El Pucú,Ciudad Autónoma de Buenos Aires,43,4204,4876
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Ciudad Autónoma de Buenos Aires,160,22395,25714
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Libertador Gral. D. José De San Martín,Ciudad Autónoma de Buenos Aires,71,8352,9446
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,135,18020,20867
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Gdor. Horacio Guzmán,Ciudad Autónoma de Buenos Aires,72,8498,9796
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Gral. Enrique Mosconi,Ciudad Autónoma de Buenos Aires,124,13022,15970
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Almirante Zar,Ciudad Autónoma de Buenos Aires,64,8521,10820
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Gobernador Castello,Ciudad Autónoma de Buenos Aires,18,1516,1728
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Comte. Armando Tola,Ciudad Autónoma de Buenos Aires,64,9222,11181
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Gdor. Ramon Trejo Noel,Ciudad Autónoma de Buenos Aires,37,5286,6346
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Piloto Civil Norberto Fernández,Ciudad Autónoma de Buenos Aires,45,6479,7774
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Malvinas Argentinas,Ciudad Autónoma de Buenos Aires,74,11352,12999
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Comandante Espora,Ciudad Autónoma de Buenos Aires,101,10456,11843
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Astor Piazolla,Ciudad Autónoma de Buenos Aires,85,8604,9986
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Presidente Perón,Ciudad Autónoma de Buenos Aires,141,19463,22338
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Santa Rosa,Ciudad Autónoma de Buenos Aires,22,1808,2064
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Luis Candelaria,Ciudad Autónoma de Buenos Aires,143,21549,24570
2025,Mayo,Aerolíneas Argentinas,Aeroparque Jorge Newbery,Aviador C. Campos,Ciudad Autónoma de Buenos Aires,40,5025,6856
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeroparque Jorge Newbery,Córdoba,248,29572,32778
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Ministro Pistarini,Córdoba,50,5396,5976
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Córdoba,18,1477,1728
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Córdoba,13,1677,1914
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Astor Piazolla,Córdoba,1,69,85
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Presidente Perón,Córdoba,25,3159,3964
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Ingeniero Ambrosio Taravella,Buenos Aires,51,4851,5910
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,45,4184,5577
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,27,2801,3243
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Buenos Aires,44,6337,7545
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Martín Miguel de Güemes,Buenos Aires,38,4257,5176
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gdor. Horacio Guzmán,Buenos Aires,13,1298,1502
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gral. Enrique Mosconi,Buenos Aires,10,692,949
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Comte. Armando Tola,Buenos Aires,19,2790,3566
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Presidente Perón,Buenos Aires,26,2849,3647
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Luis Candelaria,Buenos Aires,45,6352,7646
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeroparque Jorge Newbery,Mendoza,212,24264,28000
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ingeniero Ambrosio Taravella,Mendoza,38,3879,4647
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ministro Pistarini,Mendoza,48,5283,6665
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Martín Miguel de Güemes,Mendoza,9,683,848
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Presidente Perón,Mendoza,27,2231,3242
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Tte. Luis Candelaria,Mendoza,9,1178,1540
2025,Mayo,Aerolíneas Argentinas,S.a. Santiago Germano,Aeroparque Jorge Newbery,Mendoza,18,1485,1728
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Coronel Felipe Varela,Aeroparque Jorge Newbery,Catamarca,44,3262,4360
2025,Mayo,Aerolíneas Argentinas,Vcom. Angel De La Paz Aragonés,Aeroparque Jorge Newbery,Santiago del Estero,47,4477,5192
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Termas de Río Hondo,Aeroparque Jorge Newbery,Santiago del Estero,9,661,864
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Cap. Vicente Almandos Amonacid,Aeroparque Jorge Newbery,La Rioja,44,3412,4388
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Cap. Vicente Almandos Amonacid,Aeropuerto Coronel Felipe Varela,La Rioja,14,551,1344
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeroparque Jorge Newbery,Tucumán,124,14038,15462
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeropuerto Int. Ingeniero Ambrosio Taravella,Tucumán,17,1364,1632
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Domingo Faustino Sarmiento,Aeroparque Jorge Newbery,San Juan,55,5315,5998
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Domingo Faustino Sarmiento,Aeropuerto Int. Ministro Pistarini,San Juan,6,410,608
2025,Mayo,Aerolíneas Argentinas,Área De Material,Aeroparque Jorge Newbery,Córdoba,14,1057,1344
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Valle del Conlara,Aeroparque Jorge Newbery,San Luis,9,669,816
2025,Mayo,Aerolíneas Argentinas,Brig. Mayor D. César Raul Ojeda,Aeroparque Jorge Newbery,San Luis,30,2486,2912
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Aeroparque Jorge Newbery,Corrientes,36,3319,3759
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Resistencia/José de San Martín,Aeroparque Jorge Newbery,Chaco,71,6424,7144
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Formosa/El Pucú,Aeroparque Jorge Newbery,Formosa,38,3739,4423
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. de Rosario Islas Malvinas,Misiones,9,874,1424
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeroparque Jorge Newbery,Misiones,165,22988,26599
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ingeniero Ambrosio Taravella,Misiones,14,1698,1962
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ministro Pistarini,Misiones,37,5435,6533
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Martín Miguel de Güemes,Misiones,9,737,864
2025,Mayo,Aerolíneas Argentinas,Libertador Gral. D. José De San Martín,Aeroparque Jorge Newbery,Misiones,67,7814,8771
2025,Mayo,Aerolíneas Argentinas,Libertador Gral. D. José De San Martín,Aeropuerto Int. Ministro Pistarini,Misiones,7,887,1126
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeroparque Jorge Newbery,Salta,136,18317,20681
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ministro Pistarini,Salta,36,4184,5067
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Salta,9,710,864
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Salta,9,765,896
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeroparque Jorge Newbery,Jujuy,72,8712,9844
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Ministro Pistarini,Jujuy,12,1438,1659
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,Aeroparque Jorge Newbery,Chubut,121,13223,15702
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Gral. Enrique Mosconi,Aeropuerto Int. Presidente Perón,Chubut,25,2008,3106
2025,Mayo,Aerolíneas Argentinas,Almirante Zar,Aeroparque Jorge Newbery,Chubut,65,8589,10990
2025,Mayo,Aerolíneas Argentinas,Gobernador Castello,Aeroparque Jorge Newbery,Río Negro,18,1488,1680
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeroparque Jorge Newbery,Santa Cruz,65,10252,11274
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Comte. Armando Tola,Aeropuerto Int. Malvinas Argentinas,Santa Cruz,23,2727,3928
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Gdor. Ramon Trejo Noel,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",38,5211,6521
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Piloto Civil Norberto Fernández,Aeroparque Jorge Newbery,Santa Cruz,45,6684,7854
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeroparque Jorge Newbery,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",88,13465,15339
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Malvinas Argentinas,Aeropuerto Comte. Armando Tola,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",22,2669,3855
2025,Mayo,Aerolíneas Argentinas,Comandante Espora,Aeroparque Jorge Newbery,Buenos Aires,99,10372,11566
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Astor Piazolla,Aeroparque Jorge Newbery,Buenos Aires,84,8910,9864
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeroparque Jorge Newbery,Neuquén,144,20365,22556
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ingeniero Ambrosio Taravella,Neuquén,26,3564,4430
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Ministro Pistarini,Neuquén,21,2571,3020
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Neuquén,26,2267,3222
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Presidente Perón,Aeropuerto Int. Gral. Enrique Mosconi,Neuquén,26,2165,3136
2025,Mayo,Aerolíneas Argentinas,Santa Rosa,Aeroparque Jorge Newbery,La Pampa,22,1845,2064
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeroparque Jorge Newbery,Río Negro,151,23382,25936
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,38,5548,6510
2025,Mayo,Aerolíneas Argentinas,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Río Negro,9,1198,1550
2025,Mayo,Aerolíneas Argentinas,Aviador C. Campos,Aeroparque Jorge Newbery,Neuquén,39,5670,6771
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Ingeniero Ambrosio Taravella,Ciudad Autónoma de Buenos Aires,75,11625,14175
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,54,8091,10112
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Vcom. Angel De La Paz Aragonés,Ciudad Autónoma de Buenos Aires,25,3961,4631
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Ciudad Autónoma de Buenos Aires,38,6437,7182
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Ciudad Autónoma de Buenos Aires,34,5129,6332
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Ciudad Autónoma de Buenos Aires,53,8967,9923
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Libertador Gral. D. José De San Martín,Ciudad Autónoma de Buenos Aires,34,5660,6332
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,24,3992,4442
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Gdor. Horacio Guzmán,Ciudad Autónoma de Buenos Aires,17,2914,3213
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Gral. Enrique Mosconi,Ciudad Autónoma de Buenos Aires,19,2558,3591
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Presidente Perón,Ciudad Autónoma de Buenos Aires,30,4521,5576
2025,Mayo,Flybondi,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Luis Candelaria,Ciudad Autónoma de Buenos Aires,47,7419,8789
2025,Mayo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeroparque Jorge Newbery,Córdoba,65,10587,12285
2025,Mayo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Martín Miguel de Güemes,Córdoba,14,2205,2646
2025,Mayo,Flybondi,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeropuerto Int. Tte. Luis Candelaria,Córdoba,13,1827,2363
2025,Mayo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Buenos Aires,6,789,1040
2025,Mayo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Buenos Aires,30,4974,5576
2025,Mayo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Martín Miguel de Güemes,Buenos Aires,17,2914,3213
2025,Mayo,Flybondi,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Gdor. Horacio Guzmán,Buenos Aires,25,4132,4631
2025,Mayo,Flybondi,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeroparque Jorge Newbery,Mendoza,45,6977,8411
2025,Mayo,Flybondi,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Aeropuerto Int. Ministro Pistarini,Mendoza,15,1952,2835
2025,Mayo,Flybondi,Vcom. Angel De La Paz Aragonés,Aeroparque Jorge Newbery,Santiago del Estero,23,3736,4347
2025,Mayo,Flybondi,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Aeroparque Jorge Newbery,Tucumán,32,5319,5954
2025,Mayo,Flybondi,Aeropuerto Int. Dr. Fernando Piragine Niveyro,Aeroparque Jorge Newbery,Corrientes,30,4538,5576
2025,Mayo,Flybondi,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeroparque Jorge Newbery,Misiones,66,10526,12380
2025,Mayo,Flybondi,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Aeropuerto Int. Ministro Pistarini,Misiones,17,2560,3119
2025,Mayo,Flybondi,Libertador Gral. D. José De San Martín,Aeroparque Jorge Newbery,Misiones,30,5005,5670
2025,Mayo,Flybondi,Aeropuerto Int. Martín Miguel de Güemes,Aeroparque Jorge Newbery,Salta,33,5427,6237
2025,Mayo,Flybondi,Aeropuerto Int. Martín Miguel de Güemes,Aeropuerto Int. Ingeniero Ambrosio Taravella,Salta,14,2204,2646
2025,Mayo,Flybondi,Aeropuerto Int. Gdor. Horacio Guzmán,Aeroparque Jorge Newbery,Jujuy,25,4102,4725
2025,Mayo,Flybondi,Aeropuerto Int. Gdor. Horacio Guzmán,Aeropuerto Int. Ministro Pistarini,Jujuy,16,2677,3024
2025,Mayo,Flybondi,Aeropuerto Int. Gral. Enrique Mosconi,Aeroparque Jorge Newbery,Chubut,14,1591,2552
2025,Mayo,Flybondi,Aeropuerto Int. Presidente Perón,Aeroparque Jorge Newbery,Neuquén,32,4921,5954
2025,Mayo,Flybondi,Aeropuerto Int. Tte. Luis Candelaria,Aeroparque Jorge Newbery,Río Negro,37,6054,6993
2025,Mayo,Flybondi,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ingeniero Ambrosio Taravella,Río Negro,13,1893,2363
2025,Mayo,Flybondi,Aeropuerto Int. Tte. Luis Candelaria,Aeropuerto Int. Ministro Pistarini,Río Negro,16,2433,3024
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Ingeniero Ambrosio Taravella,Ciudad Autónoma de Buenos Aires,122,21928,25446
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. El Plumerillo/Gob. Francisco Gabrielli,Ciudad Autónoma de Buenos Aires,138,24962,30138
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Ciudad Autónoma de Buenos Aires,37,6127,7140
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. de Resistencia/José de San Martín,Ciudad Autónoma de Buenos Aires,23,3478,4212
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. de Puerto Iguazú/My. Carlos E. Krause,Ciudad Autónoma de Buenos Aires,120,20645,24156
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Martín Miguel de Güemes,Ciudad Autónoma de Buenos Aires,62,10827,12411
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Gral. Enrique Mosconi,Ciudad Autónoma de Buenos Aires,22,3062,3999
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Almirante Zar,Ciudad Autónoma de Buenos Aires,19,2470,3534
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Presidente Perón,Ciudad Autónoma de Buenos Aires,93,14737,17352
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aeropuerto Int. Tte. Luis Candelaria,Ciudad Autónoma de Buenos Aires,82,15605,17481
2025,Mayo,JetSMART Airlines,Aeroparque Jorge Newbery,Aviador C. Campos,Ciudad Autónoma de Buenos Aires,31,4708,5673
2025,Mayo,JetSMART Airlines,Aeropuerto Int. Ingeniero Ambrosio Taravella,Aeroparque Jorge Newbery,Córdoba,128,23033,26793
2025,Mayo,JetSMART Airlines,Aeropuerto Int. Ministro Pistarini,Aeropuerto Int. Tte. Gral. Benjamín Matienzo,Buenos Aires,9,1223,1674
