Año,Mes,tipo_visitante,Paso,País de residencia (agrup.),Viajes de turistas
2021,Diciembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,2.215909090909094
2021,Diciembre,Turistas,Paso Cristo Redentor,Europa,6.647727272727278
2021,Diciembre,Turistas,Paso Cristo Redentor,Paraguay,0.738636363636364
2021,Diciembre,Turistas,Paso Cristo Redentor,Resto de América,45.056818181818215
2021,Diciembre,Turistas,Paso Cristo Redentor,Resto del mundo,3.69318181818182
2021,Diciembre,Turistas,Paso Cristo Redentor,Uruguay,0.738636363636364
2021,Diciembre,Turistas,Paso Pehuenche,Chile,1
2022,Enero,Turistas,Aeropuerto Mendoza,Bolivia,6
2022,Enero,Turistas,Aeropuerto Mendoza,Brasil,1022.9999999999995
2022,Enero,Turistas,Aeropuerto Mendoza,Chile,1092.9999999999995
2022,Enero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,823.0000000000001
2022,Enero,Turistas,Aeropuerto Mendoza,Europa,554.9999999999998
2022,Enero,Turistas,Aeropuerto Mendoza,Paraguay,1
2022,Enero,Turistas,Aeropuerto Mendoza,Resto de América,528.9999999999999
2022,Enero,Turistas,Aeropuerto Mendoza,Resto del mundo,134.00000000000003
2022,Enero,Turistas,Aeropuerto Mendoza,Uruguay,3.99999999999999
2022,Enero,Turistas,Paso Cristo Redentor,Bolivia,23
2022,Enero,Turistas,Paso Cristo Redentor,Brasil,318
2022,Enero,Turistas,Paso Cristo Redentor,Chile,4775
2022,Enero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,26
2022,Enero,Turistas,Paso Cristo Redentor,Europa,68
2022,Enero,Turistas,Paso Cristo Redentor,Paraguay,72
2022,Enero,Turistas,Paso Cristo Redentor,Resto de América,155
2022,Enero,Turistas,Paso Cristo Redentor,Resto del mundo,20
2022,Enero,Turistas,Paso Cristo Redentor,Uruguay,104
2022,Enero,Turistas,Paso Pehuenche,Chile,3
2022,Enero,Turistas,Paso Pehuenche,Uruguay,1
2022,Febrero,Turistas,Aeropuerto Mendoza,Bolivia,9.999999999999991
2022,Febrero,Turistas,Aeropuerto Mendoza,Brasil,804.0000000000005
2022,Febrero,Turistas,Aeropuerto Mendoza,Chile,1425.9999999999993
2022,Febrero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,524
2022,Febrero,Turistas,Aeropuerto Mendoza,Europa,464.00000000000006
2022,Febrero,Turistas,Aeropuerto Mendoza,Resto de América,426.0000000000002
2022,Febrero,Turistas,Aeropuerto Mendoza,Resto del mundo,113.99999999999999
2022,Febrero,Turistas,Aeropuerto Mendoza,Uruguay,9
2022,Febrero,Turistas,Paso Cristo Redentor,Bolivia,44
2022,Febrero,Turistas,Paso Cristo Redentor,Brasil,688
2022,Febrero,Turistas,Paso Cristo Redentor,Chile,5763
2022,Febrero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,52
2022,Febrero,Turistas,Paso Cristo Redentor,Europa,146
2022,Febrero,Turistas,Paso Cristo Redentor,Paraguay,56
2022,Febrero,Turistas,Paso Cristo Redentor,Resto de América,302
2022,Febrero,Turistas,Paso Cristo Redentor,Resto del mundo,103
2022,Febrero,Turistas,Paso Cristo Redentor,Uruguay,93
2022,Febrero,Turistas,Paso Pehuenche,Uruguay,1
2022,Marzo,Turistas,Aeropuerto Mendoza,Bolivia,6
2022,Marzo,Turistas,Aeropuerto Mendoza,Brasil,2027.0000000000002
2022,Marzo,Turistas,Aeropuerto Mendoza,Chile,1216
2022,Marzo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,795
2022,Marzo,Turistas,Aeropuerto Mendoza,Europa,494.0000000000002
2022,Marzo,Turistas,Aeropuerto Mendoza,Paraguay,6
2022,Marzo,Turistas,Aeropuerto Mendoza,Resto de América,592.0000000000002
2022,Marzo,Turistas,Aeropuerto Mendoza,Resto del mundo,73.00000000000006
2022,Marzo,Turistas,Aeropuerto Mendoza,Uruguay,5.000000000000006
2022,Marzo,Turistas,Paso Cristo Redentor,Bolivia,52
2022,Marzo,Turistas,Paso Cristo Redentor,Brasil,232
2022,Marzo,Turistas,Paso Cristo Redentor,Chile,5708
2022,Marzo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,86
2022,Marzo,Turistas,Paso Cristo Redentor,Europa,303
2022,Marzo,Turistas,Paso Cristo Redentor,Paraguay,19
2022,Marzo,Turistas,Paso Cristo Redentor,Resto de América,360
2022,Marzo,Turistas,Paso Cristo Redentor,Resto del mundo,77
2022,Marzo,Turistas,Paso Cristo Redentor,Uruguay,56
2022,Marzo,Turistas,Paso Pehuenche,Chile,1
2022,Abril,Turistas,Aeropuerto Mendoza,Bolivia,7
2022,Abril,Turistas,Aeropuerto Mendoza,Brasil,1696.9999999999998
2022,Abril,Turistas,Aeropuerto Mendoza,Chile,979.0000000000002
2022,Abril,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,755.9999999999999
2022,Abril,Turistas,Aeropuerto Mendoza,Europa,475.99999999999983
2022,Abril,Turistas,Aeropuerto Mendoza,Paraguay,16
2022,Abril,Turistas,Aeropuerto Mendoza,Resto de América,661
2022,Abril,Turistas,Aeropuerto Mendoza,Resto del mundo,75.00000000000006
2022,Abril,Turistas,Aeropuerto Mendoza,Uruguay,4
2022,Abril,Turistas,Paso Cristo Redentor,Bolivia,47
2022,Abril,Turistas,Paso Cristo Redentor,Brasil,491
2022,Abril,Turistas,Paso Cristo Redentor,Chile,8748
2022,Abril,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,120
2022,Abril,Turistas,Paso Cristo Redentor,Europa,529
2022,Abril,Turistas,Paso Cristo Redentor,Paraguay,55
2022,Abril,Turistas,Paso Cristo Redentor,Resto de América,783
2022,Abril,Turistas,Paso Cristo Redentor,Resto del mundo,143
2022,Abril,Turistas,Paso Cristo Redentor,Uruguay,138
2022,Mayo,Turistas,Aeropuerto Mendoza,Bolivia,8
2022,Mayo,Turistas,Aeropuerto Mendoza,Brasil,1347.9999999999995
2022,Mayo,Turistas,Aeropuerto Mendoza,Chile,1063
2022,Mayo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,403.00000000000006
2022,Mayo,Turistas,Aeropuerto Mendoza,Europa,243.00000000000006
2022,Mayo,Turistas,Aeropuerto Mendoza,Resto de América,616.0000000000001
2022,Mayo,Turistas,Aeropuerto Mendoza,Resto del mundo,42.00000000000003
2022,Mayo,Turistas,Aeropuerto Mendoza,Uruguay,6
2022,Mayo,Turistas,Paso Cristo Redentor,Bolivia,75
2022,Mayo,Turistas,Paso Cristo Redentor,Brasil,573
2022,Mayo,Turistas,Paso Cristo Redentor,Chile,11239
2022,Mayo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,118
2022,Mayo,Turistas,Paso Cristo Redentor,Europa,643
2022,Mayo,Turistas,Paso Cristo Redentor,Paraguay,33
2022,Mayo,Turistas,Paso Cristo Redentor,Resto de América,902
2022,Mayo,Turistas,Paso Cristo Redentor,Resto del mundo,117
2022,Mayo,Turistas,Paso Cristo Redentor,Uruguay,80
2022,Mayo,Turistas,Paso Pehuenche,Brasil,4
2022,Mayo,Turistas,Paso Pehuenche,Chile,271
2022,Mayo,Turistas,Paso Pehuenche,EE.UU. y Canadá,1
2022,Mayo,Turistas,Paso Pehuenche,Europa,3
2022,Mayo,Turistas,Paso Pehuenche,Resto de América,2
2022,Junio,Turistas,Aeropuerto Mendoza,Bolivia,3
2022,Junio,Turistas,Aeropuerto Mendoza,Brasil,2609.9999999999995
2022,Junio,Turistas,Aeropuerto Mendoza,Chile,1185.0000000000005
2022,Junio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,410.99999999999983
2022,Junio,Turistas,Aeropuerto Mendoza,Europa,217.00000000000017
2022,Junio,Turistas,Aeropuerto Mendoza,Paraguay,1
2022,Junio,Turistas,Aeropuerto Mendoza,Resto de América,417.0000000000001
2022,Junio,Turistas,Aeropuerto Mendoza,Resto del mundo,28.99999999999998
2022,Junio,Turistas,Aeropuerto Mendoza,Uruguay,8.000000000000007
2022,Junio,Turistas,Paso Cristo Redentor,Bolivia,56
2022,Junio,Turistas,Paso Cristo Redentor,Brasil,408
2022,Junio,Turistas,Paso Cristo Redentor,Chile,5818
2022,Junio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,41
2022,Junio,Turistas,Paso Cristo Redentor,Europa,278
2022,Junio,Turistas,Paso Cristo Redentor,Paraguay,46
2022,Junio,Turistas,Paso Cristo Redentor,Resto de América,797
2022,Junio,Turistas,Paso Cristo Redentor,Resto del mundo,41
2022,Junio,Turistas,Paso Cristo Redentor,Uruguay,65
2022,Junio,Turistas,Paso Pehuenche,Brasil,3
2022,Junio,Turistas,Paso Pehuenche,Chile,91
2022,Junio,Turistas,Paso Pehuenche,EE.UU. y Canadá,1
2022,Junio,Turistas,Paso Pehuenche,Europa,1
2022,Junio,Turistas,Paso Pehuenche,Resto de América,2
2022,Julio,Turistas,Aeropuerto Mendoza,Bolivia,10
2022,Julio,Turistas,Aeropuerto Mendoza,Brasil,3528.000000000001
2022,Julio,Turistas,Aeropuerto Mendoza,Chile,2149.000000000002
2022,Julio,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,653.0000000000001
2022,Julio,Turistas,Aeropuerto Mendoza,Europa,330.0000000000001
2022,Julio,Turistas,Aeropuerto Mendoza,Paraguay,7.000000000000011
2022,Julio,Turistas,Aeropuerto Mendoza,Resto de América,701
2022,Julio,Turistas,Aeropuerto Mendoza,Resto del mundo,56.000000000000085
2022,Julio,Turistas,Aeropuerto Mendoza,Uruguay,11
2022,Julio,Turistas,Paso Cristo Redentor,Bolivia,60
2022,Julio,Turistas,Paso Cristo Redentor,Brasil,944
2022,Julio,Turistas,Paso Cristo Redentor,Chile,4291
2022,Julio,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,33
2022,Julio,Turistas,Paso Cristo Redentor,Europa,127
2022,Julio,Turistas,Paso Cristo Redentor,Paraguay,86
2022,Julio,Turistas,Paso Cristo Redentor,Resto de América,465
2022,Julio,Turistas,Paso Cristo Redentor,Resto del mundo,25
2022,Julio,Turistas,Paso Cristo Redentor,Uruguay,108
2022,Agosto,Turistas,Aeropuerto Malargüe,Brasil,6
2022,Agosto,Turistas,Aeropuerto Mendoza,Bolivia,7
2022,Agosto,Turistas,Aeropuerto Mendoza,Brasil,3703.999999999999
2022,Agosto,Turistas,Aeropuerto Mendoza,Chile,2046
2022,Agosto,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,603
2022,Agosto,Turistas,Aeropuerto Mendoza,Europa,309
2022,Agosto,Turistas,Aeropuerto Mendoza,Paraguay,7
2022,Agosto,Turistas,Aeropuerto Mendoza,Resto de América,782.0000000000001
2022,Agosto,Turistas,Aeropuerto Mendoza,Resto del mundo,73
2022,Agosto,Turistas,Aeropuerto Mendoza,Uruguay,9
2022,Agosto,Turistas,Paso Cristo Redentor,Bolivia,108
2022,Agosto,Turistas,Paso Cristo Redentor,Brasil,755
2022,Agosto,Turistas,Paso Cristo Redentor,Chile,7399
2022,Agosto,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,39
2022,Agosto,Turistas,Paso Cristo Redentor,Europa,210
2022,Agosto,Turistas,Paso Cristo Redentor,Paraguay,59
2022,Agosto,Turistas,Paso Cristo Redentor,Resto de América,867
2022,Agosto,Turistas,Paso Cristo Redentor,Resto del mundo,40
2022,Agosto,Turistas,Paso Cristo Redentor,Uruguay,75
2022,Septiembre,Turistas,Aeropuerto Malargüe,Europa,2
2022,Septiembre,Turistas,Aeropuerto Mendoza,Bolivia,2.000000000000001
2022,Septiembre,Turistas,Aeropuerto Mendoza,Brasil,4304.999999999999
2022,Septiembre,Turistas,Aeropuerto Mendoza,Chile,1479.0000000000005
2022,Septiembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,650
2022,Septiembre,Turistas,Aeropuerto Mendoza,Europa,356.0000000000002
2022,Septiembre,Turistas,Aeropuerto Mendoza,Paraguay,2
2022,Septiembre,Turistas,Aeropuerto Mendoza,Resto de América,803
2022,Septiembre,Turistas,Aeropuerto Mendoza,Resto del mundo,71.00000000000009
2022,Septiembre,Turistas,Aeropuerto Mendoza,Uruguay,8
2022,Septiembre,Turistas,Paso Cristo Redentor,Bolivia,139
2022,Septiembre,Turistas,Paso Cristo Redentor,Brasil,1404
2022,Septiembre,Turistas,Paso Cristo Redentor,Chile,14432
2022,Septiembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,150
2022,Septiembre,Turistas,Paso Cristo Redentor,Europa,438
2022,Septiembre,Turistas,Paso Cristo Redentor,Paraguay,69
2022,Septiembre,Turistas,Paso Cristo Redentor,Resto de América,2236
2022,Septiembre,Turistas,Paso Cristo Redentor,Resto del mundo,84
2022,Septiembre,Turistas,Paso Cristo Redentor,Uruguay,251
2022,Octubre,Turistas,Aeropuerto Mendoza,Bolivia,10.000000000000002
2022,Octubre,Turistas,Aeropuerto Mendoza,Brasil,4157
2022,Octubre,Turistas,Aeropuerto Mendoza,Chile,2594.000000000002
2022,Octubre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,841.9999999999994
2022,Octubre,Turistas,Aeropuerto Mendoza,Europa,564.0000000000003
2022,Octubre,Turistas,Aeropuerto Mendoza,Paraguay,8
2022,Octubre,Turistas,Aeropuerto Mendoza,Resto de América,1011.9999999999994
2022,Octubre,Turistas,Aeropuerto Mendoza,Resto del mundo,90.99999999999994
2022,Octubre,Turistas,Aeropuerto Mendoza,Uruguay,33
2022,Octubre,Turistas,Paso Cristo Redentor,Bolivia,140
2022,Octubre,Turistas,Paso Cristo Redentor,Brasil,780
2022,Octubre,Turistas,Paso Cristo Redentor,Chile,17447.999999999993
2022,Octubre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,305
2022,Octubre,Turistas,Paso Cristo Redentor,Europa,961
2022,Octubre,Turistas,Paso Cristo Redentor,Paraguay,238
2022,Octubre,Turistas,Paso Cristo Redentor,Resto de América,821
2022,Octubre,Turistas,Paso Cristo Redentor,Resto del mundo,69
2022,Octubre,Turistas,Paso Cristo Redentor,Uruguay,194
2022,Octubre,Turistas,Paso Pehuenche,Brasil,7
2022,Octubre,Turistas,Paso Pehuenche,Chile,750
2022,Octubre,Turistas,Paso Pehuenche,Europa,14
2022,Octubre,Turistas,Paso Pehuenche,Resto de América,16
2022,Octubre,Turistas,Paso Pehuenche,Resto del mundo,1
2022,Octubre,Turistas,Paso Pehuenche,Uruguay,8
2022,Noviembre,Turistas,Aeropuerto Malargüe,EE.UU. y Canadá,2
2022,Noviembre,Turistas,Aeropuerto Malargüe,Resto de América,1
2022,Noviembre,Turistas,Aeropuerto Mendoza,Bolivia,9
2022,Noviembre,Turistas,Aeropuerto Mendoza,Brasil,3595.0000000000005
2022,Noviembre,Turistas,Aeropuerto Mendoza,Chile,2147.0000000000005
2022,Noviembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1350.0000000000005
2022,Noviembre,Turistas,Aeropuerto Mendoza,Europa,1046.0000000000007
2022,Noviembre,Turistas,Aeropuerto Mendoza,Paraguay,10.999999999999996
2022,Noviembre,Turistas,Aeropuerto Mendoza,Resto de América,1853.9999999999998
2022,Noviembre,Turistas,Aeropuerto Mendoza,Resto del mundo,179.0000000000001
2022,Noviembre,Turistas,Aeropuerto Mendoza,Uruguay,19.00000000000001
2022,Noviembre,Turistas,Paso Cristo Redentor,Bolivia,190
2022,Noviembre,Turistas,Paso Cristo Redentor,Brasil,604
2022,Noviembre,Turistas,Paso Cristo Redentor,Chile,23087.000000000004
2022,Noviembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,401
2022,Noviembre,Turistas,Paso Cristo Redentor,Europa,1183
2022,Noviembre,Turistas,Paso Cristo Redentor,Paraguay,94
2022,Noviembre,Turistas,Paso Cristo Redentor,Resto de América,1007
2022,Noviembre,Turistas,Paso Cristo Redentor,Resto del mundo,119
2022,Noviembre,Turistas,Paso Cristo Redentor,Uruguay,137
2022,Noviembre,Turistas,Paso Pehuenche,Brasil,35
2022,Noviembre,Turistas,Paso Pehuenche,Chile,1522
2022,Noviembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,12
2022,Noviembre,Turistas,Paso Pehuenche,Europa,44
2022,Noviembre,Turistas,Paso Pehuenche,Paraguay,1
2022,Noviembre,Turistas,Paso Pehuenche,Resto de América,22
2022,Noviembre,Turistas,Paso Pehuenche,Resto del mundo,1
2022,Noviembre,Turistas,Paso Pehuenche,Uruguay,10
2022,Diciembre,Turistas,Aeropuerto Mendoza,Bolivia,12.331121300318202
2022,Diciembre,Turistas,Aeropuerto Mendoza,Brasil,2220.9999999999995
2022,Diciembre,Turistas,Aeropuerto Mendoza,Chile,2059
2022,Diciembre,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1544.9999999999993
2022,Diciembre,Turistas,Aeropuerto Mendoza,Europa,1086
2022,Diciembre,Turistas,Aeropuerto Mendoza,Paraguay,1.02033761970573
2022,Diciembre,Turistas,Aeropuerto Mendoza,Resto de América,1148.3084233797804
2022,Diciembre,Turistas,Aeropuerto Mendoza,Resto del mundo,46
2022,Diciembre,Turistas,Aeropuerto Mendoza,Uruguay,4.34011770019264
2022,Diciembre,Turistas,Paso Cristo Redentor,Bolivia,171
2022,Diciembre,Turistas,Paso Cristo Redentor,Brasil,818
2022,Diciembre,Turistas,Paso Cristo Redentor,Chile,14346.000000000002
2022,Diciembre,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,342
2022,Diciembre,Turistas,Paso Cristo Redentor,Europa,1377
2022,Diciembre,Turistas,Paso Cristo Redentor,Paraguay,79
2022,Diciembre,Turistas,Paso Cristo Redentor,Resto de América,852
2022,Diciembre,Turistas,Paso Cristo Redentor,Resto del mundo,146
2022,Diciembre,Turistas,Paso Cristo Redentor,Uruguay,144
2022,Diciembre,Turistas,Paso Pehuenche,Bolivia,3
2022,Diciembre,Turistas,Paso Pehuenche,Brasil,12
2022,Diciembre,Turistas,Paso Pehuenche,Chile,1078
2022,Diciembre,Turistas,Paso Pehuenche,EE.UU. y Canadá,11
2022,Diciembre,Turistas,Paso Pehuenche,Europa,25
2022,Diciembre,Turistas,Paso Pehuenche,Paraguay,7
2022,Diciembre,Turistas,Paso Pehuenche,Resto de América,38
2022,Diciembre,Turistas,Paso Pehuenche,Resto del mundo,2
2022,Diciembre,Turistas,Paso Pehuenche,Uruguay,12
2022,Diciembre,Turistas,Paso Portillo de Piuquenes,Brasil,12
2022,Diciembre,Turistas,Paso Portillo de Piuquenes,Chile,1
2022,Diciembre,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,4
2022,Diciembre,Turistas,Paso Portillo de Piuquenes,Europa,2
2022,Diciembre,Turistas,Paso Portillo de Piuquenes,Resto de América,4
2022,Diciembre,Turistas,Paso Portillo de Piuquenes,Resto del mundo,2
2022,Diciembre,Turistas,Paso Vergara,Chile,21
2022,Diciembre,Turistas,Paso Vergara,Europa,1
2022,Diciembre,Turistas,Paso Vergara,Resto de América,1
2023,Enero,Turistas,Aeropuerto Mendoza,Bolivia,13.852083160003593
2023,Enero,Turistas,Aeropuerto Mendoza,Brasil,3972.9999999999905
2023,Enero,Turistas,Aeropuerto Mendoza,Chile,2332.000000000001
2023,Enero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,2564.999999999999
2023,Enero,Turistas,Aeropuerto Mendoza,Europa,1230.0000000000005
2023,Enero,Turistas,Aeropuerto Mendoza,Paraguay,7.384319025795448
2023,Enero,Turistas,Aeropuerto Mendoza,Resto de América,1544.5976514057909
2023,Enero,Turistas,Aeropuerto Mendoza,Resto del mundo,560.9999999999991
2023,Enero,Turistas,Aeropuerto Mendoza,Uruguay,8.1659464084104
2023,Enero,Turistas,Paso Cristo Redentor,Bolivia,315
2023,Enero,Turistas,Paso Cristo Redentor,Brasil,1552
2023,Enero,Turistas,Paso Cristo Redentor,Chile,19799.999999999985
2023,Enero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,407
2023,Enero,Turistas,Paso Cristo Redentor,Europa,1634
2023,Enero,Turistas,Paso Cristo Redentor,Paraguay,159
2023,Enero,Turistas,Paso Cristo Redentor,Resto de América,1212
2023,Enero,Turistas,Paso Cristo Redentor,Resto del mundo,200
2023,Enero,Turistas,Paso Cristo Redentor,Uruguay,401
2023,Enero,Turistas,Paso Pehuenche,Bolivia,1
2023,Enero,Turistas,Paso Pehuenche,Brasil,28
2023,Enero,Turistas,Paso Pehuenche,Chile,2721
2023,Enero,Turistas,Paso Pehuenche,EE.UU. y Canadá,23
2023,Enero,Turistas,Paso Pehuenche,Europa,49
2023,Enero,Turistas,Paso Pehuenche,Paraguay,19
2023,Enero,Turistas,Paso Pehuenche,Resto de América,63
2023,Enero,Turistas,Paso Pehuenche,Resto del mundo,2
2023,Enero,Turistas,Paso Pehuenche,Uruguay,30
2023,Enero,Turistas,Paso Portillo de Piuquenes,Brasil,2
2023,Enero,Turistas,Paso Portillo de Piuquenes,Chile,14
2023,Enero,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,5
2023,Enero,Turistas,Paso Portillo de Piuquenes,Europa,6
2023,Enero,Turistas,Paso Portillo de Piuquenes,Resto de América,2
2023,Enero,Turistas,Paso Portillo de Piuquenes,Uruguay,3
2023,Enero,Turistas,Paso Vergara,Chile,157
2023,Enero,Turistas,Paso Vergara,EE.UU. y Canadá,4
2023,Enero,Turistas,Paso Vergara,Europa,4
2023,Febrero,Turistas,Aeropuerto Mendoza,Bolivia,21.48171942642642
2023,Febrero,Turistas,Aeropuerto Mendoza,Brasil,2685.0000000000005
2023,Febrero,Turistas,Aeropuerto Mendoza,Chile,3490.0000000000005
2023,Febrero,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1840.9999999999993
2023,Febrero,Turistas,Aeropuerto Mendoza,Europa,1260
2023,Febrero,Turistas,Aeropuerto Mendoza,Paraguay,9.70021328390848
2023,Febrero,Turistas,Aeropuerto Mendoza,Resto de América,1202.7693093746
2023,Febrero,Turistas,Aeropuerto Mendoza,Resto del mundo,198.99999999999986
2023,Febrero,Turistas,Aeropuerto Mendoza,Uruguay,21.04875791506139
2023,Febrero,Turistas,Paso Cristo Redentor,Bolivia,201
2023,Febrero,Turistas,Paso Cristo Redentor,Brasil,722
2023,Febrero,Turistas,Paso Cristo Redentor,Chile,34531
2023,Febrero,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,363
2023,Febrero,Turistas,Paso Cristo Redentor,Europa,1609
2023,Febrero,Turistas,Paso Cristo Redentor,Paraguay,149
2023,Febrero,Turistas,Paso Cristo Redentor,Resto de América,882
2023,Febrero,Turistas,Paso Cristo Redentor,Resto del mundo,147
2023,Febrero,Turistas,Paso Cristo Redentor,Uruguay,227
2023,Febrero,Turistas,Paso Pehuenche,Bolivia,1
2023,Febrero,Turistas,Paso Pehuenche,Brasil,66
2023,Febrero,Turistas,Paso Pehuenche,Chile,6218
2023,Febrero,Turistas,Paso Pehuenche,EE.UU. y Canadá,17
2023,Febrero,Turistas,Paso Pehuenche,Europa,89
2023,Febrero,Turistas,Paso Pehuenche,Paraguay,3
2023,Febrero,Turistas,Paso Pehuenche,Resto de América,77
2023,Febrero,Turistas,Paso Pehuenche,Resto del mundo,4
2023,Febrero,Turistas,Paso Pehuenche,Uruguay,19
2023,Febrero,Turistas,Paso Portillo de Piuquenes,Brasil,12
2023,Febrero,Turistas,Paso Portillo de Piuquenes,Chile,3
2023,Febrero,Turistas,Paso Portillo de Piuquenes,Europa,5
2023,Febrero,Turistas,Paso Portillo de Piuquenes,Uruguay,2
2023,Febrero,Turistas,Paso Vergara,Brasil,6
2023,Febrero,Turistas,Paso Vergara,Chile,301
2023,Febrero,Turistas,Paso Vergara,EE.UU. y Canadá,6
2023,Febrero,Turistas,Paso Vergara,Europa,7
2023,Febrero,Turistas,Paso Vergara,Resto de América,1
2023,Marzo,Turistas,Aeropuerto Mendoza,Bolivia,23.000000000000043
2023,Marzo,Turistas,Aeropuerto Mendoza,Brasil,3753
2023,Marzo,Turistas,Aeropuerto Mendoza,Chile,2592.0000000000014
2023,Marzo,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,2208.0000000000005
2023,Marzo,Turistas,Aeropuerto Mendoza,Europa,993.9999999999998
2023,Marzo,Turistas,Aeropuerto Mendoza,Paraguay,23
2023,Marzo,Turistas,Aeropuerto Mendoza,Resto de América,1443.0000000000002
2023,Marzo,Turistas,Aeropuerto Mendoza,Resto del mundo,406.99999999999983
2023,Marzo,Turistas,Aeropuerto Mendoza,Uruguay,18
2023,Marzo,Turistas,Paso Cristo Redentor,Bolivia,203
2023,Marzo,Turistas,Paso Cristo Redentor,Brasil,692
2023,Marzo,Turistas,Paso Cristo Redentor,Chile,21344.999999999996
2023,Marzo,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,520
2023,Marzo,Turistas,Paso Cristo Redentor,Europa,1634
2023,Marzo,Turistas,Paso Cristo Redentor,Paraguay,101
2023,Marzo,Turistas,Paso Cristo Redentor,Resto de América,970
2023,Marzo,Turistas,Paso Cristo Redentor,Resto del mundo,200
2023,Marzo,Turistas,Paso Cristo Redentor,Uruguay,183
2023,Marzo,Turistas,Paso Las Damas,Chile,2
2023,Marzo,Turistas,Paso Las Damas,Europa,1
2023,Marzo,Turistas,Paso Pehuenche,Bolivia,4
2023,Marzo,Turistas,Paso Pehuenche,Brasil,14
2023,Marzo,Turistas,Paso Pehuenche,Chile,2248
2023,Marzo,Turistas,Paso Pehuenche,EE.UU. y Canadá,6
2023,Marzo,Turistas,Paso Pehuenche,Europa,38
2023,Marzo,Turistas,Paso Pehuenche,Paraguay,3
2023,Marzo,Turistas,Paso Pehuenche,Resto de América,50
2023,Marzo,Turistas,Paso Pehuenche,Resto del mundo,2
2023,Marzo,Turistas,Paso Pehuenche,Uruguay,5
2023,Marzo,Turistas,Paso Portillo de Piuquenes,Brasil,5
2023,Marzo,Turistas,Paso Portillo de Piuquenes,EE.UU. y Canadá,2
2023,Marzo,Turistas,Paso Portillo de Piuquenes,Europa,4
2023,Marzo,Turistas,Paso Portillo de Piuquenes,Resto de América,7
2023,Marzo,Turistas,Paso Portillo de Piuquenes,Uruguay,1
2023,Marzo,Turistas,Paso Vergara,Brasil,1
2023,Marzo,Turistas,Paso Vergara,Chile,198
2023,Marzo,Turistas,Paso Vergara,Europa,4
2023,Marzo,Turistas,Paso Vergara,Resto de América,1
2023,Abril,Turistas,Aeropuerto Mendoza,Bolivia,18.5490766850944
2023,Abril,Turistas,Aeropuerto Mendoza,Brasil,4548.000000000001
2023,Abril,Turistas,Aeropuerto Mendoza,Chile,2656.999999999999
2023,Abril,Turistas,Aeropuerto Mendoza,EE.UU. y Canadá,1558
2023,Abril,Turistas,Aeropuerto Mendoza,Europa,917.9999999999978
2023,Abril,Turistas,Aeropuerto Mendoza,Paraguay,2.20432257967578
2023,Abril,Turistas,Aeropuerto Mendoza,Resto de América,1535.0706071860795
2023,Abril,Turistas,Aeropuerto Mendoza,Resto del mundo,196.99999999999986
2023,Abril,Turistas,Aeropuerto Mendoza,Uruguay,28.175993549145588
2023,Abril,Turistas,Paso Cristo Redentor,Bolivia,184
2023,Abril,Turistas,Paso Cristo Redentor,Brasil,772
2023,Abril,Turistas,Paso Cristo Redentor,Chile,38371.00000000001
2023,Abril,Turistas,Paso Cristo Redentor,EE.UU. y Canadá,412
2023,Abril,Turistas,Paso Cristo Redentor,Europa,1517
2023,Abril,Turistas,Paso Cristo Redentor,Paraguay,135
2023,Abril,Turistas,Paso Cristo Redentor,Resto de América,1246
2023,Abril,Turistas,Paso Cristo Redentor,Resto del mundo,246
